list_name,name,label::English (en),label::Arabic (ar),mantika,organisation,shape_code,media::image:: English (en),media::image:: Arabic (ar)
toilet_type,flush_toilet,1. Flush toilet (Arabic or Western),ãÑÍÇÖ ÏÇİŞ (ÚÑÈí Ãæ ÛÑÈí),,,,,
toilet_type,pour_toilet,2. Pour toilet (Arabic or Western),ÇáãÑÍÇÖ ÇáĞí íÕÈ İíå ÇáãÇÁ áÊäÙíİå (ÚÑÈí Ãæ ÛÑÈí),,,,,
toilet_type,dry_pit_latrine,3. Dry pit latrine (without water),ãÑÍÇÖ ÇáÍİÑÉ ÇáÌÇİÉ (ÈÏæä ãÇÁ),,,,,
toilet_type,no_toilet,4. No toilet inside shelter or within easy reach,áÇ ãÑÍÇÖ ÏÇÎá ÇáãÃæì Ãæ íÓåá ÇáæÕæá Åáíå,,,,,
toilet_type,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
toilet_type,dk,Don't know,áÇ ÃÚÑİ,,,,,
toilet_type,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
trash_disposal,collected_municipality_waste_management_service,"1. Collected by the municipality, waste management service (private or public), or other authority ",íÊã ÌãÚåÇ ãä ŞÈá ÇáÈáÏíÉ Ãæ ÎÏãÉ ÅÏÇÑÉ ÇáäİÇíÇÊ (ÎÇÕÉ Ãæ ÚÇãÉ) Ãæ Ãí ÓáØÉ ÃÎÑì,,,,,
trash_disposal,designated_place_waste_disposal,"2. Put in a public place designated for waste disposal, to be collected later",æÖÚåÇ İí ãßÇä ÚÇã ãÎÕÕ ááÊÎáÕ ãä ÇáäİÇíÇÊ¡ áíÊã ÌãÚåÇ İí æŞÊ áÇÍŞ,,,,,
trash_disposal,notdesignated_place_waste_disposal,3. Left in the road or in a public place not designated for waste disposal,Úáì ŞÇÑÚÉ ÇáØÑíŞ Ãæ İí ãßÇä ÚÇã ÛíÑ ãÎÕÕ ááÊÎáÕ ãä ÇáäİÇíÇÊ,,,,,
trash_disposal,buried_burned,4. Buried or burned,ÊÏİä Ãæ ÊÍÑŞ,,,,,
trash_disposal,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
trash_disposal,dk,Don't know,áÇ ÃÚÑİ,,,,,
trash_disposal,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
trash_collection_frequency,more_than_once_week,1. More than once per week,ÃßËÑ ãä ãÑÉ İí ÇáÃÓÈæÚ,,,,,
trash_collection_frequency,once_week,2. Once per week,ãÑÉ æÇÍÏÉ İí ÇáÃÓÈæÚ,,,,,
trash_collection_frequency,once_two_weeks,3. Once every two weeks,ãÑÉ æÇÍÏÉ ßá ÃÓÈæÚíä,,,,,
trash_collection_frequency,once_month,4. Once per month,ãÑÉ æÇÍÏÉ İí ÇáÔåÑ,,,,,
trash_collection_frequency,less_frequantly_once_month,5. Less frequently than once per month,ÈæÊíÑÉ ÃŞá ãä ãÑÉ æÇÍÏÉ İí ÇáÔåÑ,,,,,
trash_collection_frequency,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
trash_collection_frequency,dk,Don't know,áÇ ÃÚÑİ,,,,,
trash_collection_frequency,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
access_essential_hygiene_items,hygiene_items_available,1. There are no hygiene products that we require but are unable to purchase,áÇ ÊæÌÏ ãäÊÌÇÊ äÙÇİÉ äÍÊÇÌåÇ æáÓäÇ ŞÇÏÑíä Úáì ÔÑÇÆåÇ,,,,,
access_essential_hygiene_items,liquid_bar_soap,2. Soap (liquid and bar)                                    ,ÇáÕÇÈæä (ÇáÓÇÆá æŞØÚÉ),,,,,
access_essential_hygiene_items,disinfectant_surface_cleaner,"3. Disinfectant - surface cleaner (powder, liquid detergent)",ãØåÑ - ãäÙİ ÇáÃÑÖíÇÊ (ãÓÍæŞ¡ ÇáãäÙİÇÊ ÇáÓÇÆáÉ),,,,,
access_essential_hygiene_items,toothpaste,4. Toothpaste ,ãÚÌæä ÇáÃÓäÇä,,,,,
access_essential_hygiene_items,clean_toothbrushes,5. Clean toothbrushes     , İÑÔ ÇáÃÓäÇä,,,,,
access_essential_hygiene_items,sanitary_pads,6. Sanitary pads,ÇáİæØ ÇáÕÍíå,,,,,
access_essential_hygiene_items,baby_diapers,7. Baby diapers                                               ,ÍİÇÖÇÊ ÇáÃØİÇá,,,,,
access_essential_hygiene_items,water_container,8. Water container (or Jerry can) ,ÎÒÇäÇÊ ÇáãíÇå (Çæ ÇáÈíÏæä / ÇáÌÇáæä),,,,,
access_essential_hygiene_items,shampoo,9. Shampoo                                                     ,ÔÇãÈæ,,,,,
access_essential_hygiene_items,dishwashing_iquid,10. Dishwashing liquid , ÓÇÆá ÛÓíá ÇáÕÍæä,,,,,
noaccess_essential_hygiene_items_reasons,hygiene_items_too_expensive,1. Too expensive,ãßáİÉ ááÛÇíÉ,,,,,
noaccess_essential_hygiene_items_reasons,hygiene_items_not_available_in_the_market,2. Not available in the market ,ÛíÑ ãÊæİÑÉ İí ÇáÓæŞ,,,,,
noaccess_essential_hygiene_items_reasons,cannot_reach_market,3. Can't reach the market ,áÇ íãßä ÇáæÕæá Åáì ÇáÓæŞ,,,,,
noaccess_essential_hygiene_items_reasons,quality_not_good,4. Quality not good,ÇáÌæÏÉ áíÓÊ ÌíÏÉ,,,,,
noaccess_essential_hygiene_items_reasons,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
access_healthcare_challenge_reasons,healthfacilities_destroyed,1. Health facilities have been damaged or destroyed,ÇáãÑÇİŞ ÇáÕÍíÉ ŞÏ ÊÖÑÑÊ Ãæ ÏãÑÊ,,,,,
access_healthcare_challenge_reasons,distance_healthfacilities_toofar,2. Distance to health facilities is too far,ÇáãÓÇİÉ Åáì ÇáãÑÇİŞ ÇáÕÍíÉ ÈÚíÏÉ ÌÏğÇ,,,,,
access_healthcare_challenge_reasons,route_healthfacilities_isunsafe,3. Route to health facilities is unsafe ,ÇáØÑíŞ Åáì ÇáãÑÇİŞ ÇáÕÍíÉ ÛíÑ Âãä,,,,,
access_healthcare_challenge_reasons,presence_explosive_hazard_healthfacilities,4. Presence of explosive hazards,æÌæÏ ãÎÇØÑ ÇáãÊİÌÑÇÊ,,,,,
access_healthcare_challenge_reasons,no_available_healthfacilities,5. No available health facilities that can accept new patients,áÇ ÊæÌÏ ãÑÇİŞ ÕÍíÉ ãÊÇÍÉ íãßäåÇ ŞÈæá ãÑÖì ÌÏÏ,,,,,
access_healthcare_challenge_reasons,no_lack_money_topay_care,6. No/lack of money to pay for care,İŞÏÇä / äŞÕ İí ÇáãÇá áÏİÚ Ëãä ÇáÑÚÇíÉ,,,,,
access_healthcare_challenge_reasons,lack_transportations_to_healthfacilities,7. Lack of means of transport to get to the healthcare facilities,äŞÕ İí æÓÇÆá ÇáäŞá ááæÕæá Åáì ãÑÇİŞ ÇáÑÚÇíÉ ÇáÕÍíÉ,,,,,
access_healthcare_challenge_reasons,lack_medical_staff,8. Lack of medical staff in general,äŞÕ İí ÇáØÇŞã ÇáØÈí ÈÔßá ÚÇã,,,,,
access_healthcare_challenge_reasons,lack_female_medical_staff,9. Lack of female medical staff in particular,äŞÕ İí ÇáØÇŞã ÇáØÈí Úáì æÌå ÇáÎÕæÕ,,,,,
access_healthcare_challenge_reasons,lack_private_rooms,10. Lack of private room(s) for receiving confidential care, ÚÏã æÌæÏ ÛÑİÉ (ÛÑİ) ÎÇÕÉ áÊáŞí ÇáÑÚÇíÉ ÇáÎÕæÕíÉ,,,,,
access_healthcare_challenge_reasons,lack_medicines,11. Lack of medicines, äŞÕ İí ÇáÃÏæíÉ,,,,,
access_healthcare_challenge_reasons,lack_medical_supplies,12. Lack of medical supplies, äŞÕ İí ÇáÅãÏÇÏÇÊ ÇáØÈíÉ,,,,,
access_healthcare_challenge_reasons,lack_documentation_health,13. Lack of documentation, äŞÕ İí ÇáæËÇÆŞ,,,,,
access_healthcare_challenge_reasons,discrimination_heath,14. Discrimination, ÇáÊãííÒ,,,,,
access_healthcare_challenge_reasons,female_denial_permission,"15. For females, denial of permission from family members to visit health facility", ÈÇáäÓÈÉ ááÅäÇË¡ ÍÑãÇä ÃİÑÇÏ ÇáÃÓÑÉ ãä ÇáÅĞä áÒíÇÑÉ ÇáãäÔÃÉ ÇáÕÍíÉ,,,,,
access_healthcare_challenge_reasons,female_absence_malecompanion,"16. For females, absence of male companion to accompany during visit to health facility", ÈÇáäÓÈÉ ááÅäÇË¡ ÛíÇÈ ãÑÇİŞÉ ÇáĞßæÑ ÃËäÇÁ ÒíÇÑÉ ÇáãÑİŞ ÇáÕÍí,,,,,
access_healthcare_challenge_reasons,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
access_healthcare_challenge_reasons,dk,Don't know, áÇ ÃÚÑİ,,,,,
access_healthcare_challenge_reasons,dwta,Prefer not to answer,  ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
nomoney_healthcare_coping,informal_medication_alternatives,"1. Revert to informal medical alternatives (e.g., traditional medicine, home treatments)",ÇáÑÌæÚ Åáì ÇáÈÏÇÆá ÇáØÈíÉ ÛíÑ ÇáÑÓãíÉ (ãËá ÇáØÈ ÇáÊŞáíÏí æÇáÚáÇÌÇÊ ÇáãäÒáíÉ),,,,,
nomoney_healthcare_coping,prioritize_emergency,2. Prioritize emergency cases in the household to receive care,ÅÚØÇÁ ÇáÃæáæíÉ áÍÇáÇÊ ÇáØæÇÑÆ İí ÇáÃÓÑÉ áÊáŞí ÇáÑÚÇíÉ,,,,,
nomoney_healthcare_coping,prioritize_children,3. Prioritize children rather than adults to receive care,ÅÚØÇÁ ÇáÃæáæíÉ ááÃØİÇá ÈÏáÇğ ãä ÇáÈÇáÛíä áÊáŞí ÇáÑÚÇíÉ,,,,,
nomoney_healthcare_coping,prioritize_males,4. Prioritize males rather than females to receive care,ÅÚØÇÁ ÇáÃæáæíÉ ááĞßæÑ ÈÏáÇğ ãä ÇáÅäÇË áÊáŞí ÇáÑÚÇíÉ,,,,,
nomoney_healthcare_coping,prioritize_females,5. Prioritize females rather than males to receive care,ÅÚØÇÁ ÇáÃæáæíÉ ááÅäÇË ÈÏáÇğ ãä ÇáĞßæÑ áÊáŞí ÇáÑÚÇíÉ,,,,,
nomoney_healthcare_coping,get_medical_treatment_from_nonprofessional,6. Get medical treatment from individuals without professional training,ÇáÍÕæá Úáì ÇáÚáÇÌ ÇáØÈí ãä ÇáÃİÑÇÏ Ïæä ÇáÊÏÑíÈ Çáãåäí,,,,,
nomoney_healthcare_coping,use_expired_medecine,"7. Use expired medicine or recycle medical items (e.g., syringes)",ÇÓÊÎÏÇã ÇáÃÏæíÉ ãäÊåíÉ ÇáÕáÇÍíÉ Ãæ ÅÚÇÏÉ ÅÓÊÎÏÇã ÇááæÇÒã ÇáØÈíÉ (Úáì ÓÈíá ÇáãËÇá¡ ÇáÍŞä),,,,,
nomoney_healthcare_coping,travel_abroad_medical_treatment,8. Travel abroad for required medical treatment,ÇáÓİÑ ááÎÇÑÌ ááÚáÇÌ ÇáØÈí ÇáãØáæÈ,,,,,
nomoney_healthcare_coping,travel_other_mantikas_medical_treatment,9. Travel to other mantikas for required medical treatment,ÇáÓİÑ Åáì ãäÇØŞ ÃÎÑì áÊáŞí ÇáÚáÇÌ ÇáØÈí ÇáãØáæÈ,,,,,
nomoney_healthcare_coping,dont_seek_medical_help,10. Do not seek medical help, áÇ ÇØáÈ ãÓÇÚÏÉ ØÈíÉ,,,,,
nomoney_healthcare_coping,reduce_expenditures_hh_needs,"11. Reduce expenditures on other HH needs (e.g., education, NFIs,  food)", Êã ÊÎİíÖ ÇáäİŞÇÊ Úáì ÇáÇÍÊíÇÌÇÊ ÇáÃÎÑì ááÃÓÑÉ (ãËá ÇáÊÚáíã¡ ÇáãæÇÏ ÛíÑ ÇáÛĞÇÆíÉ¡ ÇáÛĞÇÁ),,,,,
nomoney_healthcare_coping,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
nomoney_healthcare_coping,dk,Don't know, áÇ ÃÚÑİ,,,,,
nomoney_healthcare_coping,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
preganncy_assistedby,obstetrician,1. Obstetrician,ØÈíÈ ÇáÊæáíÏ,,,,,
preganncy_assistedby,general_practitioner,2. General practitioner,ããÇÑÓ ÚÇã,,,,,
preganncy_assistedby,certified_midwife,3. Certified midwife          ,ŞÇÈáÉ ãÚÊãÏÉ,,,,,
preganncy_assistedby,uncertified_midwife,4. Uncertified midwife         ,ŞÇÈáÉ ÛíÑ ãÚÊãÏÉ,,,,,
preganncy_assistedby,nurse,5. Nurse                                  ,ããÑÖÉ,,,,,
preganncy_assistedby,relatives_friends,6. Relatives / Friends ,ÇáÃŞÇÑÈ / ÇáÃÕÏŞÇÁ,,,,,
preganncy_assistedby,no_assistance,7. No one                                          ,áÇ ÃÍÏ,,,,,
preganncy_assistedby,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
preganncy_assistedby,dk,Don't know,áÇ ÃÚÑİ,,,,,
preganncy_assistedby,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
type_chronicdisease,blood_pressure,1. Blood pressure ,ÖÛØ ÇáÏã,,,,,
type_chronicdisease,heart_disease,2. Heart disease,ÃãÑÇÖ ÇáŞáÈ,,,,,
type_chronicdisease,diabetes,3. Diabetes,ãÑÖ ÇáÓßÑí,,,,,
type_chronicdisease,asthma,4. Asthma,ÇáÑÈæ,,,,,
type_chronicdisease,joint_pain,5. Joint pain (arthritis),ÂáÇã ÇáãİÇÕá (ÇáÊåÇÈ ÇáãİÇÕá),,,,,
type_chronicdisease,chronic_backpain,6. Chronic back pain (spinal cord),ÂáÇã ÇáÙåÑ ÇáãÒãäÉ (ÇáÍÈá ÇáÔæßí),,,,,
type_chronicdisease,cataract,7. Cataract ,ÅÚÊÇã ÚÏÓÉ ÇáÚíä,,,,,
type_chronicdisease,stomach_ulcers,8. Stomach ulcers,ŞÑÍÉ ÇáãÚÏÉ,,,,,
type_chronicdisease,kidney_failure,9. Kidney failure,ÇáİÔá Çáßáæí,,,,,
type_chronicdisease,epilepsy,10. Epilepsy, ÇáÕÑÚ,,,,,
type_chronicdisease,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
type_chronicdisease,dk,Don't know, áÇ ÃÚÑİ,,,,,
type_chronicdisease,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
chronicdisease_access_healthcare,yes_adequate_access,"1. Yes, adequate access",äÚã¡ ÇáæÕæá ßÇİ,,,,,
chronicdisease_access_healthcare,limited_access,"2. Limited access (only sometimes, limited quantity, etc.)",ãÍÏæÏíÉ ÇáæÕæá (İí ÈÚÖ ÇáÃÍíÇä İŞØ¡ ÇáßãíÉ ãÍÏæÏÉ¡ æãÇ Åáì Ğáß),,,,,
chronicdisease_access_healthcare,no_access,3. No access,áÇ íãßä ÇáæÕæá,,,,,
chronicdisease_access_healthcare,dk,Don't know,áÇ ÃÚÑİ,,,,,
chronicdisease_access_healthcare,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
chronicdisease_services_unavailable,no_access_healthfacility,1. No access to the health facility,áÇ íãßä ÇáæÕæá Åáì ÇáãÑİŞ ÇáÕÍí,,,,,
chronicdisease_services_unavailable,specialized_consultation_unavailable,2. Lack of availability of specialized consultation,ÚÏã ÊæİÑ ÊÔÎíÕ ãä ŞÈá ãÎÊÕííä,,,,,
chronicdisease_services_unavailable,general_practitioner_unavailable,3. Lack of availability of general practitioners for the follow-up,ÚÏã ÊæİÑ ØÈíÈ ÚÇã ááãÊÇÈÚÉ,,,,,
chronicdisease_services_unavailable,radiologic_tests_unavailable,"4. Lack of availability of radiologic tests (X-ray, ultrasound, scan, MRI, etc.)",ÚÏã ÊæİÑ ÇáÇÎÊÈÇÑÇÊ ÇáÅÔÚÇÚíÉ (ÇáÃÔÚÉ ÇáÓíäíÉ¡ ÇáãæÌÇÊ İæŞ ÇáÕæÊíÉ¡ ÇáãÓÍ ÇáÖæÆí¡ ÇáÊÕæíÑ ÈÇáÑäíä ÇáãÛäÇØíÓí¡ ÅáÎ),,,,,
chronicdisease_services_unavailable,biologic_tests_unavailable,"5. Lack of availability of biologic tests (blood test, urinary test, etc.)",ÚÏã ÊæİÑ ÇáÇÎÊÈÇÑÇÊ ÇáÈíæáæÌíÉ (İÍÕ ÇáÏã¡ ÇÎÊÈÇÑ ÇáÈæá¡ ÅáÎ),,,,,
chronicdisease_services_unavailable,specilized_medical_investigation_unavailable,"6. Lack of availability of specialized medical investigation (fibroscopy, angiography, etc.)",ÚÏã ÊæİÑ ÔÎíÕ ØÈí ãÊÎÕÕ (ÊäÙíÑ áíİí¡ ÊÕæíÑ ÇáÃæÚíÉ¡ ÅáÎ),,,,,
chronicdisease_services_unavailable,medecines_unavailable,7. Lack of availability of medicines ,ÚÏã ÊæİÑ ÇáÃÏæíÉ,,,,,
chronicdisease_services_unavailable,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
chronicdisease_services_unavailable,dk,Don't know,áÇ ÃÚÑİ,,,,,
chronicdisease_services_unavailable,dwta,Prefer not to answer,  ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
mentaldisorder_access_healthcare,yes_adequate_access_useit,"1. Yes, adequate access and use this access",äÚã¡ ÇáæÕæá ßÇİ æ ÃŞæã ÈÅÓÊÎÏÇãå,,,,,
mentaldisorder_access_healthcare,limited_access_useit,2. Limited access and use this access,ÇáæÕæá ãÍÏæÏ æ ÃŞæã ÈÅÓÊÎÏÇãå,,,,,
mentaldisorder_access_healthcare,no_access,3. No access,áÇ íãßä ÇáæÕæá,,,,,
mentaldisorder_access_healthcare,adequate_limited_not_useit,4. Limited or adequate access but do not use it due to the social stigma of suffering from a mental disorder,ÇáæÕæá ãÍÏæÏ Ãæ ßÇİí æáßä áÇ ÇÓÊÎÏãå ÈÓÈÈ äÙÑÉ ÇáãÌÊãÚ ááãÕÇÈ ÈÇÖØÑÇÈ ÚŞáí,,,,,
mentaldisorder_access_healthcare,dk,Don't know,áÇ ÃÚÑİ,,,,,
mentaldisorder_access_healthcare,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
mentaldisorder_services_unavailable,no_access_healthfacility,1. No access to the health facility,áÇ íãßä ÇáæÕæá Åáì ÇáãÑİŞ ÇáÕÍí,,,,,
mentaldisorder_services_unavailable,lack_psychiatrists_psychologists,"2. Lack of psychiatrists, psychologists, and psychotherapists",ÛíÇÈ ÇáÃØÈÇÁ ÇáäİÓííä æÚáãÇÁ ÇáäİÓ æÇáãÚÇáÌíä ÇáäİÓííä,,,,,
mentaldisorder_services_unavailable,lack_skilled_nurses,3. Lack of skilled nurses,ÚÏã æÌæÏ ÇáããÑÖÇÊ ÇáãåÑÉ,,,,,
mentaldisorder_services_unavailable,lack_psychiatric_medecines,4. Lack of psychiatric medicines,äŞÕ İí ÇáÃÏæíÉ ÇáäİÓíÉ,,,,,
mentaldisorder_services_unavailable,lack_inpatient_psychiatric_care,5. Lack of inpatient psychiatric care,äŞÕ İí ÇáÑÚÇíÉ ÇáäİÓíÉ ááãÑÖì ÇáÏÇÎáííä,,,,,
mentaldisorder_services_unavailable,lack_community_based_services,6. Lack of community-based services,äŞÕ İí ÇáÎÏãÇÊ ÇáãÌÊãÚíÉ,,,,,
mentaldisorder_services_unavailable,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
mentaldisorder_services_unavailable,dk,Don't know,áÇ ÃÚÑİ,,,,,
mentaldisorder_services_unavailable,dwta,Prefer not to answer,íİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
physical_cognitive_difficulties_cause,congenital_origin,"1. Congenital origin (i.e., present since birth)",ÚíÈ ÎáŞí (Úáì ÓÈíá ÇáãËÇá¡ ãæÌæÏ ãäĞ ÇáæáÇÏÉ),,,,,
physical_cognitive_difficulties_cause,illness,2. Illness,ÇáãÑÖ,,,,,
physical_cognitive_difficulties_cause,mine_uxo_improvised_explosive_device,"3. Mine, unexploded ordnance (UXO), or improvised explosive device (IED)",ÇáÃáÛÇã Ãæ ÇáĞÎÇÆÑ ÛíÑ ÇáãäİÌÑÉ (UXO) Ãæ ÇáÚÈæÇÊ ÇáäÇÓİÉ (ÇáÃÌåÒÉ ÇáãÊİÌÑÉ ĞÇÊíÇ),,,,,
physical_cognitive_difficulties_cause,shot_from_war_weapon,4. Shot from war weapon,ÃØáŞ Úáíå ÇáÑÕÇÕ ,,,,,
physical_cognitive_difficulties_cause,road_accident,5. Road accident,ÍÇÏË ÓíÇÑÉ,,,,,
physical_cognitive_difficulties_cause,domestic_accident,6. Domestic accident,ÍÇÏË ãäÒáí,,,,,
physical_cognitive_difficulties_cause,pregnancy_complications,"7. Pregnancy complications (i.e., complications to the mother)",ãÖÇÚİÇÊ ÇáÍãá (ãËÇá ãÖÇÚİÇÊ ááÃã),,,,,
physical_cognitive_difficulties_cause,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
physical_cognitive_difficulties_cause,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
physical_cognitive_access_healthcare,physical_cognitive_adequate_access,"1. Yes, adequate access",äÚã¡ ÇáæÕæá ßÇİ,,,,,
physical_cognitive_access_healthcare,physical_cognitive_limited_access,"2. Limited access (only sometimes, limited quantity, etc.)",ãÍÏæÏíÉ ÇáæÕæá (İí ÈÚÖ ÇáÃÍíÇä İŞØ¡ ßãíÉ ãÍÏæÏÉ¡ æãÇ Åáì Ğáß),,,,,
physical_cognitive_access_healthcare,physical_cognitive_noaccess,3. No access,áÇ íãßä ÇáæÕæá,,,,,
physical_cognitive_access_healthcare,dk,Don't know,áÇ ÃÚÑİ,,,,,
physical_cognitive_access_healthcare,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
physical_cognitive_services_unavailable,lack_physical_therapy_rehabilitation,1. Lack of physical therapy and/or rehabilitation,äŞÕ İí ÇáÚáÇÌ ÇáØÈíÚí æ / Ãæ ÅÚÇÏÉ ÇáÊÃåíá,,,,,
physical_cognitive_services_unavailable,lack_wheelchair,2. Lack of wheelchair,ÚÏã æÌæÏ ßÑÓí ãÊÍÑß,,,,,
physical_cognitive_services_unavailable,lack_assistive_devices,"3. Lack of other assistive devices (e.g., prosthetic limbs or hearing aids)",ÚÏã æÌæÏ ÃÌåÒÉ ãÓÇÚÏÉ ÃÎÑì (ãËá ÇáÃØÑÇİ ÇáÇÕØäÇÚíÉ Ãæ ÃÌåÒÉ ÇáÓãÚ),,,,,
physical_cognitive_services_unavailable,lack_psychosocial_support,4. Lack of psychosocial support,ÚÏã æÌæÏ ÇáÏÚã ÇáäİÓí æÇáÇÌÊãÇÚí,,,,,
physical_cognitive_services_unavailable,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
physical_cognitive_services_unavailable,dk,Don't know,áÇ ÃÚÑİ,,,,,
physical_cognitive_services_unavailable,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
negative_behaviour_0_12,no_children_0_12,1. No children in the household aged 0-12,áÇ íæÌÏ ÃØİÇá İí ÇáÃÓÑÉ  ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-12,,,,,
negative_behaviour_0_12,no_negative_behaviour_changes_0_12,2. No negative behavior changes in children aged 0-12,áÇ íÊÛíÑ ÇáÓáæß ÇáÓáÈí ÚäÏ ÇáÃØİÇá ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-12,,,,,
negative_behaviour_0_12,withdraw_from_family_friends,3. Withdrawn from family and friends ,ãäØæí,,,,,
negative_behaviour_0_12,angry_aggressive_outbursts,4. Angry or aggressive outbursts,äæÈÇÊ ÇáÛÖÈ Ãæ ÇáÚÏæÇäíÉ,,,,,
negative_behaviour_0_12,changes_appetite,5. Changes in appetite or eating habits,ÊÛíÑÇÊ İí ÇáÔåíÉ Ãæ ÚÇÏÇÊ ÇáÃßá,,,,,
negative_behaviour_0_12,headaches,6. Headaches,ÇáÕÏÇÚ,,,,,
negative_behaviour_0_12,new_recurrent_bedwetting,7. New or recurrent bedwetting,ÇáÊÈæá ÇááÇÅÑÇÏí ÇáÌÏíÏ Ãæ ÇáãÊßÑÑ,,,,,
negative_behaviour_0_12,nightmares_sleep_disturbances,8. Nightmares or sleep disturbances,ßæÇÈíÓ Ãæ ÇÖØÑÇÈÇÊ Çáäæã,,,,,
negative_behaviour_0_12,upset_stomach,9. Upset stomach or vague stomach pain,ÇÖØÑÇÈ İí ÇáãÚÏÉ Ãæ ÂáÇã İí ÇáãÚÏÉ ÛÇãÖÉ,,,,,
negative_behaviour_0_12,new_recurring_fears,"10. New or recurring fears (e.g., fear of the dark, fear of being alone, fear of strangers)", ãÎÇæİ ÌÏíÏÉ Ãæ ãÊßÑÑÉ (Úáì ÓÈíá ÇáãËÇá¡ ÇáÎæİ ãä ÇáÙáÇã¡ ÇáÎæİ ãä ÇáæÍÏÉ¡ ÇáÎæİ ãä ÇáÛÑÈÇÁ),,,,,
negative_behaviour_0_12,clinging,"11. Clinging, unwilling to let you out of sight", ÇáÊÔÈË¡ ÚÏã ÇáÓãÇÍ áß ÈÇáÅÈÊÚÇÏ,,,,,
negative_behaviour_0_12,excessive_crying,12. Excessive crying, ÇáÅİÑÇØ İí ÇáÈßÇÁ,,,,,
negative_behaviour_0_12,goingback_behaviors_present_yougerage,13. Going back to behaviors present in children of a younger age, ÇáÚæÏÉ Åáì ÇáÓáæßíÇÊ ÇáãæÌæÏÉ İí ÇáÃØİÇá İí Óä ÃÕÛÑ,,,,,
negative_behaviour_0_12,startled_easily,14. Startled easily, ÓÑíÚ ÇáİÒÚ,,,,,
negative_behaviour_0_12,substance_use_abuse,"15. Substance use/abuse (e.g., alcohol, drugs)", ÊÚÇØí ãæÇÏ ÇáÅÏãÇä  / ÇáãæÇÏ ÇáãÎÏÑÉ (ãËá ÇáßÍæá æÇáãÎÏÑÇÊ),,,,,
negative_behaviour_13_17,no_children_13_17,1. No children in the household aged 13-17,áÇ íæÌÏ ÃØİÇá İí ÇáÃÓÑÉ ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 13 æ 17 ÚÇãğÇ,,,,,
negative_behaviour_13_17,no_negative_behaviour_changes_13_17,2. No negative behavior changes in children aged 13-17,áÇ íÊÛíÑ ÇáÓáæß ÇáÓáÈí ÚäÏ ÇáÃØİÇá ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 13 æ 17 ÚÇãğÇ,,,,,
negative_behaviour_13_17,withdraw_from_family_friends,3. Withdrawn from family and friends ,ãäØæí,,,,,
negative_behaviour_13_17,angry_aggressive_outbursts,4. Angry or aggressive outbursts,äæÈÇÊ ÇáÛÖÈ Ãæ ÇáÚÏæÇäíÉ,,,,,
negative_behaviour_13_17,changes_appetite,5. Changes in appetite or eating habits,ÊÛíÑÇÊ İí ÇáÔåíÉ Ãæ ÚÇÏÇÊ ÇáÃßá,,,,,
negative_behaviour_13_17,headaches,6. Headaches,ÇáÕÏÇÚ,,,,,
