type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
select_multiple school_safety_security_problems,school_safety_security_problems,What are the specific problems around safety and security that have contributed to the school-aged children not attending school?,yes,,"selected(${droppedout_school_reasons},'safety_security_school')",,,,ãÇ åí ÇáãÔßáÇÊ ÇáãÍÏÏÉ ÇáãÊÚáŞÉ ÈÇáÓáÇãÉ æÇáÃãä ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,,,,,,,
select_multiple school_child_vulnerabilities_problems,school_child_vulnerabilities_problems,"What are the specific problems around child vulnerabilities (health/behavior, documentation, etc.) that have contributed to the school-aged children not attending school?",yes,,"selected(${droppedout_school_reasons},'child_health_marriage_labour')",,,,ãÇ åí ÇáãÔßáÇÊ ÇáãÍÏÏÉ ÇáãÊÚáŞÉ ÈÖÚİ ÇáÃØİÇá (ÇáÕÍÉ / ÇáÓáæß¡ ÇáæËÇÆŞ¡ ÅáÎ) ÇáÊí ÓÇåãÊ İí ÚÏã ÇáÊÍÇŞ ÇáÃØİÇá İí Óä ÇáãÏÑÓÉ ÈÇáãÏÑÓÉ¿,,,,,,,
select_one school_reenrollment_problems,school_reenrollment_problems,Has your household experienced barriers to re-enrollment?,yes,,"selected(${school_safety_security_problems},'dispalced_by_conflict') or selected(${school_safety_security_problems},'displaced_natural_disaster')",quick,,,åá æÇÌåÊ ÃÓÑÊß ÚŞÈÇÊ ÃãÇã ÅÚÇÏÉ ÇáÊÓÌíá¿,,,,,,,
text,school_reenrollment_problems_other,"If other, Please specify",yes,,${school_reenrollment_problems}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple nonformal_education,nonformal_education,"Are the children in your household attending any kind of non-formal education, in other words, education that is completely out of the formal school system?",yes,,${school_aged_boys}>0 or ${school_aged_girls}>0,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ªá ?ÒÇæá ÇáÃØİÇá İí ÃÓÑÊß Ãí äæÚ ãä ÃäæÇÚ ÇáÊÚá?ã Û?Ñ ÇáÑÓãí (ÊÚáíã áíÓ áå Çí ÚáÇŞÉ ÈÇáÊÚáíã ÇáÑÓãí) ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,nonformal_education_other,"If other, Please specify",yes,,"selected(${nonformal_education},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,wash_section,Wash,,,,,,,ÇáãÇÁ¡ ÇáäÙÇİÉ æÇáÕÑİ ÇáÕÍí,,,,,,,
begin_group,wash,Wash,yes,,,,,,ÇáãÇÁ¡ ÇáäÙÇİÉ æÇáÕÑİ ÇáÕÍí,,,,,,,
select_one water_sources,primary_drinkingwater_source,What was the main source of drinking water used by members of this household over the past 30 days?,yes,,,quick,,,ãÇ åæ ÇáãÕÏÑ ÇáÑÆíÓí áãíÇå ÇáÔÑÈ ÇáÊí ÇÓÊÎÏãåÇ ÃİÑÇÏ åĞå ÇáÃÓÑÉ ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ¿,,,,,,,
text,primary_drinkingwater_source_other,"If other, Please specify",yes,,${primary_drinkingwater_source}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one distance_drinkingwater,distance_drinkingwater,How far is the main source of drinking water from your dwelling?,yes,,${primary_drinkingwater_source} != 'public_network' and ${primary_drinkingwater_source} != 'water_trucking' and ${primary_drinkingwater_source} != 'dk' and ${primary_drinkingwater_source} != 'dwta' ,quick,,,ßã íÈÚÏ ÇáãÕÏÑ ÇáÑÆíÓí áãíÇå ÇáÔÑÈ Úä ãÓßäß¿,,,,,,,
select_one yes_no_dk_dwta,unsufficient_quantity_water,"In the last month, has there been any time when your household did not have a sufficient quantity of drinking water to meet its daily needs?",yes,,,quick,,,İí ÇáÔåÑ ÇáãÇÖí¡ åá ÍÕá İí Ãí æŞÊ Ãä áã íßä áÏì ÃÓÑÊß ßãíÉ ßÇİíÉ ãä ãíÇå ÇáÔÑÈ áÊáÈíÉ ÇÍÊíÇÌÇÊåÇ ÇáíæãíÉ¿,,,,,,,
select_multiple water_quality,drinkingwater_quality,How would you describe the quality of the drinking water from the main source your household used during the last 30 days? ,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'water_fine_todrink')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ßíİ ÊŞíãæä äæÚíÉ ãíÇå ÇáÔÑÈ ãä ÇáãÕÏÑ ÇáÃÓÇÓí ÇáÊí ÇÓÊÎÏãÊåÇ ÇáÃÓÑÉ İí Çá30 íæãÇ ÇáãÇÖíÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,drinkingwater_quality_other,"If other, Please specify",yes,,"selected(${drinkingwater_quality},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple water_treatment,water_treatment,"What methods does your household use, if any, to improve the quality of its drinking water?",yes,,"not(selected(${drinkingwater_quality},'water_fine_todrink'))",,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_treatment_used')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer""  or ""No treatment methods used"" with other options",ãÇ åí ÇáØÑíŞÉ ÇáÊí ÊÓÊÎÏãæäåÇ áÊÍÓíä äæÚíÉ ãíÇå ÇáÔÑÈ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" Ãæ ""áÇ ÊæÌÏ ØÑŞ ãÚÇáÌÉ ãÓÊÎÏãÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,water_treatment_other,"If other, Please specify",yes,,"selected(${water_treatment},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one access_public_water_network,access_public_water_network,"Over the past 7 days, on how many days did your household have access to water from the public network?",yes,,,quick,,,ÎáÇá ÇáÃíÇã ÇáÓÈÚÉ ÇáãÇÖíÉ¡ ßã ÚÏÏ ÇáÃíÇã ÇáÊí ÍÕáÊ İíåÇ ÃÓÑÊß Úáì ÇáãíÇå ãä ÇáÔÈßÉ ÇáÚÇãÉ¿ ,,,,,,,
select_multiple toilet_type,toilet_type,What kind of toilet(s) does your household have access to inside its shelter or within easy reach?,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_toilet')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" or ""No toilet inside shelter or within easy reach"" with other options",ãÇ äæÚ ÇáÕÑİ ÇáÕÍí ÇáĞí ÊÓÊØíÚ ÃÓÑÊß ÇáæÕæá Åáíå¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" Ãæ ""áÇ ãÑÍÇÖ ÏÇÎá ÇáãÃæì Ãæ íÓåá ÇáæÕæá Åáíå""  ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,toilet_type_other,"If other, Please specify",yes,,"selected(${toilet_type},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one distance_drinkingwater,distance_toilet,How far is the nearest accessible toilet from your household's dwelling?,yes,,"selected(${toilet_type},'no_toilet')",quick,,,ßã íÈÚÏ ÃŞÑÈ ãÑÍÇÖ Úä ãÓßä ÃÓÑÊß¿,,,,,,,
select_multiple trash_disposal,trash_disposal,How did your household most often dispose of its trash over the past 30 days?,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer""  with other options",ßíİ ÊÎáÕÊ ÃÓÑÊß İí ÃÛáÈ ÇáÃÍíÇä ãä ÇáŞãÇãÉ ÎáÇá ÇáËáÇËíä íæãğÇ ÇáãÇÖíÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,trash_disposal_other,"If other, Please specify",yes,,"selected(${trash_disposal},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one distance_drinkingwater,distance_trash,How far is the trash disposal point from your household's dwelling?,yes,,"selected(${trash_disposal},'other') or selected(${trash_disposal},'designated_place_waste_disposal') or selected(${trash_disposal},'notdesignated_place_waste_disposal') or selected(${trash_disposal},'buried_burned')",quick,,,ßã ÊÈÚÏ äŞØÉ ÇáÊÎáÕ ãä ÇáŞãÇãÉ Úä ãÓßä ÃÓÑÊß¿,,,,,,,
select_one trash_collection_frequency,trash_collection_frequency,How frequently is your household's trash collected?,yes,,"selected(${trash_disposal},'collected_municipality_waste_management_service')",quick,,,ßã ãÑÉ íÊã ÌãÚ ÇáŞãÇãÉ ÇáãäÒáíÉ ÇáÎÇÕÉ Èß¿,,,,,,,
text,trash_collection_frequency_other,"If other, Please specify",yes,,${trash_collection_frequency}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple access_essential_hygiene_items,access_essential_hygiene_items,"Among these products, are there any that your household requires but are unable to purchase?",yes,,,,"if(${nb_infants_male}=0 and ${nb_infants_female}=0, not(selected(.,'baby_diapers')) ,count-selected(.)>=1) and if(${nb_children_female}=0 and ${nb_youth_female}=0 and ${over18_female}=0, not(selected(.,'sanitary_pads')), count-selected(.)>=1) and (not(selected(.,'hygiene_items_available')) and not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.)=1)","cannot select ""Sanitary pads"" if there is no woman in this HH, cannot select 'baby diapers"" if no infants is in this HH, cannot select ""There are no hygiene products that we require but are unable to purchase"" with other options",ãä Èíä åĞå ãäÊÌÇÊ ÇáäÙÇİÉ ÇáÊÇáíÉ¡ åá åäÇß Ãí ãäÊÌÇÊ ÊÍÊÇÌåÇ ÃÓÑÊß æáßäåÇ ÛíÑ ŞÇÏÑÉ Úáì ÔÑÇÆåÇ¿,"Åä áã íæÌÏ ÇäÇË İí ÇáÇÓÑÉ¡ ""ÇáİæØ ÇáÕÍíÉ"" ÅÌÇÈÉ ÛíÑ ãŞÈæáÉ¡ Åä áã íæÌÏ ÑÖÚ¡ ""ÍİÇÖÇÊ ÇáÃØİÇá"" ÅÌÇÈÉ ÛíÑ ãŞÈæáÉ. áÇ íãßä ÅÎÊíÇÑ ""áÇ ÊæÌÏ ãäÊÌÇÊ äÙÇİÉ äÍÊÇÌåÇ æáÓäÇ ŞÇÏÑíä Úáì ÔÑÇÆåÇ"" ãÚ ÅÌÇÈÇÊ ÃÎÑì.",,,,,,
select_multiple noaccess_essential_hygiene_items_reasons,noaccess_essential_hygiene_items_reasons,"If there were products in that list that your household requires but is unable to purchase, what is the main reason why your household can't purchase them?",yes,,"not(selected(${access_essential_hygiene_items},'hygiene_items_available'))",,,,ÅĞÇ ßÇäÊ åäÇß ãäÊÌÇÊ İí Êáß ÇáŞÇÆãÉ ÊÍÊÇÌåÇ ÃÓÑÊß æáßäåÇ ÛíÑ ŞÇÏÑÉ Úáì ÔÑÇÆåÇ¡ İãÇ ÇáÓÈÈ ÇáÑÆíÓí æÑÇÁ ÚÏã ŞÏÑÉ ÃÓÑÊß Úáì ÔÑÇÆåÇ¿,,,,,,,
text,noaccess_essential_hygiene_items_reasons_other,"If other, Please specify",yes,,"selected(${noaccess_essential_hygiene_items_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,health_section,Health,,,,,,,ÇáÕÍÉ,,,,,,,
begin_group,health,Health,yes,,,,,,ÇáÕÍÉ,,,,,,,
select_one yes_no_dk_dwta,healthcare_needed_15days,Have you or anyone in your household been ill in the past 15 days?,yes,,,quick,,,åá ÊÚÑÖÊ ÃäÊ Ãæ Ãí ÃÍÏ ãä ÃİÑÇÏ ÃÓÑÊß ááãÑÖ ÎáÇá ÇáÜ 15 íæãğÇ ÇáãÇÖíÉ¿,,,,,,,
select_one yes_no_dk_dwta,visited_healthcare_facility,Did you/they go to a health facility to access the needed health care?,yes,,${healthcare_needed_15days}='yes',quick,,,åá ÊãßäÊ / ÊãßäæÇ ãä ÇáæÕæá Åáì ÇáÑÚÇíÉ ÇáÕÍíÉ ÇáãØáæÈÉ¿,,,,,,,
select_one yes_no_dk_dwta,access_healthcare_challenge,Does your household face any challenges accessing health care when you need it?,yes,,,quick,,,åá ÊæÇÌå Ãí ÊÍÏíÇÊ İí ÇáæÕæá Åáì ÇáãÑÇİŞ ÇáÕÍíÉ ÚäÏãÇ ÊÍÊÇÌ ÅáíåÇ¿,,,,,,,
select_multiple access_healthcare_challenge_reasons,access_healthcare_challenge_reasons,What are the main reasons why your household has limited or no access to healthcare?,yes,,${access_healthcare_challenge}='yes',,"not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.) <=3 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. 3 options maximum",ãÇ åí ÇáÃÓÈÇÈ ÇáÑÆíÓíÉ ÇáÊí ÊÚíŞ ÍÕæá ÃÓÑÊß Úáì ÇáÑÚÇíÉ ÇáÕÍíÉ ÈÔßá ãÍÏæÏ Ãæ ÔÇãá¿ ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. 3 ÎíÇÑÇÊ ßÍÏ ÃŞÕì",,,Do not read this list to respondents. Listen to their answer and choose the three options that fit best,áÇ ÊŞÑÃ åĞå ÇáŞÇÆãÉ Úáì ÇáãÌíÈíä. ÇÓÊãÚ Åáì ÅÌÇÈÇÊåã æÇÎÊÑ ÃßËÑ ËáÇË ÎíÇÑÇÊ ãäÇÓÈÉ,,
text,access_healthcare_challenge_reasons_other,"If other, Please specify",yes,,"selected(${access_healthcare_challenge_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple nomoney_healthcare_coping,nomoney_healthcare_coping,What does your household do when it does not have enough money to pay for all the healthcare that is needed?,yes,,"selected(${access_healthcare_challenge_reasons},'no_lack_money_topay_care')",,"not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.) <=3 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇĞÇ ÊİÚá ÃÓÑÊß ÚäÏãÇ áÇ íßæä áÏíåÇ ãÇ íßİí ãä ÇáãÇá áÏİÚ Ëãä ÇáÑÚÇíÉ ÇáÕÍíÉ ÇááÇÒãÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,nomoney_healthcare_coping_other,"If other, Please specify",yes,,"selected(${nomoney_healthcare_coping},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one travel_to_market,travel_to_healthcare_provider,How much time does it take your household to travel by car from your place of residence to the nearest health service provider?,yes,,,quick,,,ßã íÓÊÛÑŞ ÇáÊäŞá İí ÓíÇÑÉ ãä ãßÇä ÅŞÇãÊß Åáì ÃŞÑÈ ãÒæÏ ÎÏãÉ ÕÍíÉ¿,,,,,,,
integer,nb_pregnant_women,How many women in the household gave live birth during the 2 last years?,yes,,${nb_adults_female}>0 and (${nb_infants_male}>0 or ${nb_infants_female}>0),,.>=0 and . <= ${nb_adults_female},the number should be less or equal adult women,ßã ÚÏÏ ÇáäÓÇÁ İí ÇáÇÓÑÉ ÇäÌÈÊ ãæáæÏÇ ÍíÇ İí ÇÎÑ ÓäÊíä¿,"íÌÈ Ãä íßæä ÇáÑŞã ÃŞá Ãæ íÓÇæí ÇáäÓÇÁ ÇáÈÇáÛÇÊ
",,,,,,
select_multiple preganncy_assistedby,preganncy_assistedby,Who assisted in the delivery or deliveries?,yes,,${nb_pregnant_women}>0,,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãä ÇáĞí ÓÇÚÏ İí ÇáæáÇÏÉ ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,preganncy_assistedby_other,"If other, Please specify",yes,,"selected(${preganncy_assistedby},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
integer,fed_children_bottled_milk,How many children born in the household within the last 2 years were fed using bottled milk or baby formula before the baby was 6 months of age?,yes,,${nb_pregnant_women}>0,,.>=0 and .<= ${nb_under18},the number should be less or equal pregnant women,ßã ÚÏÏ ÇáÃØİÇá ÇáĞíä æáÏæÇ İí ÇáÃÓÑÉ ÎáÇá ÇáÚÇãíä ÇáãÇÖííä Êã ÅØÚÇãåã ÈÇÓÊÎÏÇã ÍáíÈ ÇáÃØİÇá Çáì ÛÇíÉ Óä 6 ÃÔåÑ ãä ÇáÚãÑ¿,"íÌÈ Ãä íßæä ÇáÑŞã ÃŞá Ãæ íÓÇæí ÇáäÓÇÁ ÇáÍæÇãá
",,,,,,
integer,nb_children_vaccination_cards,How many children in your household have vaccination cards?,yes,,${nb_under18},,.>=0 and .<= ${nb_under18},the number should be less or equal minors,ßã ÚÏÏ ÇáÃØİÇá İí ÃÓÑÊß íãáßæä ÈØÇŞÉ ÊØÚíã¿,íÌÈ Ãä íßæä ÇáÑŞã ÃŞá Ãæ íÓÇæí ÚÏÏ ÇáÃØİÇá,,,,,,
integer,nb_children_notable_get_vaccination,"How many children in your household have been required or recommended to get a particular vaccination, but have not been able to receive that vaccination?",yes,,${nb_under18},,.>=0 and .<= ${nb_under18},the number should be less or equal minors,ßã ÚÏÏ ÇáÃØİÇá İí ãäÒáß ÇáĞíä ÇÍÊÇÌæÇ ÊØÚíã ãÚíä ¡ æáßä áã íÊãßäæÇ ãä ÊáŞí åĞÇ ÇáÊØÚíã¿,íÌÈ Ãä íßæä ÇáÑŞã ÃŞá Ãæ íÓÇæí ÚÏÏ ÇáÃØİÇá,,,,,,
select_one travel_to_market,time_travel_vaccinations_facility,How much time does it take your household to travel by car from your place of residence to the nearest health facility that can provide vaccinations?,yes,,,quick,,,ßã íÓÊÛÑŞ ÇáÊäŞá İí ÓíÇÑÉ ãä ãßÇä ÅŞÇãÊß Åáì ÃŞÑÈ ãÒæÏ ÎÏãÉ ÕÍíÉ íŞÏã ÊØÚíãÇÊ¿,,,,,,,
select_one yes_no_dk_dwta,individual_suffering_chronicdisease,Do any members of your household suffer from any medically-diagnosed chronic disease?,yes,,,quick,,,åá íÚÇäí Ãí ãä ÃİÑÇÏ ÃÓÑÊß ãä Ãí ãÑÖ ãÒãä¿,,,,,,,
select_multiple type_chronicdisease,type_chronicdisease,Which diseases do they suffer from? ,yes,,${individual_suffering_chronicdisease}='yes',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",İãÇ ÇáĞí íÚÇäæä ãäå¿ ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,type_chronicdisease_other,"If other, Please specify",yes,,"selected(${type_chronicdisease},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one chronicdisease_access_healthcare,chronicdisease_access_healthcare,Do they have adequate access to the needed health care services to treat this condition?,yes,,${individual_suffering_chronicdisease}='yes',quick,,,åá áÏíåã ÅãßÇäíÉ ßÇİíÉ ááæÕæá Åáì ÎÏãÇÊ ÇáÑÚÇíÉ ÇáÕÍíÉ ÇááÇÒãÉ áÚáÇÌ åĞå ÇáÍÇáÉ¿,,,,"If respondents do not understand what is meant by ""health care services,"" tell them that this means medical consultations, tests and medicines","ÅĞÇ áã íİåã ÇáãÓÊÌíÈæä ãÚäì ßáãÉ ""ÎÏãÇÊ ÇáÑÚÇíÉ ÇáÕÍíÉ"" ¡ İÃÎÈÑåã Ãä åĞÇ íÚäí ÇáÇÓÊÔÇÑÇÊ ÇáØÈíÉ æÇáİÍæÕÇÊ æÇáÃÏæíÉ",,
select_multiple chronicdisease_services_unavailable,chronicdisease_services_unavailable,What are the services that are not available (when needed or prescribed)?,yes,,${chronicdisease_access_healthcare}='limited_access' or ${chronicdisease_access_healthcare}='no_access',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ åí ÇáÎÏãÇÊ ÛíÑ ÇáãÊæİÑÉ (ÚäÏ ÇáÍÇÌÉ Ãæ ÇáãæÕæİÉ)¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,chronicdisease_services_unavailable_other,"If other, Please specify",yes,,"selected(${chronicdisease_services_unavailable},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,individual_suffering_mentaldisorder,Do any members of your household suffer from any medically-diagnosed mental disorder?,yes,,,quick,,,åá Êã ÊÔÎíÕ Ãí İÑÏ İí ãäÒáß  ÈÇÖØÑÇÈ ÚŞáí¿,,,,,,,
select_one mentaldisorder_access_healthcare,mentaldisorder_access_healthcare,Do they have adequate access to mental health care services?,yes,,${individual_suffering_mentaldisorder}='yes',quick,,,åá áÏíåã ÅãßÇäíÉ ßÇİíÉ ááæÕæá Åáì ÎÏãÇÊ ÇáÑÚÇíÉ ÇáÕÍíÉ ÇáÚŞáíÉ ¿,,,,,,,
select_multiple mentaldisorder_services_unavailable,mentaldisorder_services_unavailable,What are the services that are not available (when needed or prescribed)?,yes,,${mentaldisorder_access_healthcare}='limited_access_useit' or ${mentaldisorder_access_healthcare}='no_access',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ åí ÇáÎÏãÇÊ ÇáÊí ÊæÇÌå ãÔÇßá İí ÇáæÕæá ÇáíåÇ(ÚäÏ ÇáÍÇÌÉ Ãæ ÇáãæÕæİÉ)¿  ,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,mentaldisorder_services_unavailable_other,"If other, Please specify",yes,,"selected(${mentaldisorder_services_unavailable},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple physical_cognitive_difficultie_categories,physical_cognitive_difficulties,"In your household, are there any members that have physical or cognitive difficulties (for example: mobility, hearing, sight, communicating) which impact their ability to carry out day-to-day activities such as working, studyng, walking, getting dressed, and remembering things?",yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no')) or count-selected(.) = 1",,åá Êã ÊÔÎíÕß ÃäÊ Ãæ Ãí ÔÎÕ İí ÚÇÆáÊß ÈÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ¿ (Úáì ÓÈíá ÇáãËÇá: ÇáÍÑßÉ æÇáÓãÚ æÇáÈÕÑ æÇáÊæÇÕá) ÇáÊí ÊÄËÑ Úáì ŞÏÑÊåã Úáì ÇáŞíÇã ÈÃäÔØÉ íæãíÉ ãËá ÇáÚãá¡ æÇáÏÑÇÓÉ¡ æÇáãÔí¡ æÇÑÊÏÇÁ ÇáãáÇÈÓ¡ æÊĞßÑ ÇáÃÔíÇÁ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ""  Ãæ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
note,physical_cognitive_male_infant_err,There is no Infants 0-5years: (male) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_male_infants') and ${nb_infants_male}=0",,,,áÇ íæÌÏ ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ: (ĞßæÑ) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_male_children_err,There is no Children 6-14 years: (male) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_male_children*') and ${nb_children_male}=0",,,,áÇ íæÌÏ ÃØİÇá 6-14 ÓäÉ: (ĞßæÑ) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_male_youth_err,There is no Youth 15-17 years: (male) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_male_youths') and ${nb_youth_male}=0",,,,áÇ íæÌÏ ÔÈÇÈ 15-17 ÓäÉ: (ĞßæÑ) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_male_adults_err,There is no Adults 18-64: (male) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_male_adults') and ${nb_adults_male}=0",,,,áÇ íæÌÏ ÈÇáÛæä 18-64: (ĞßÑ) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_male_elderly_err,There is no Elderly 65+ years: (male) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_male_elderly') and ${nb_elderly_male}=0",,,,áÇ íæÌÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ĞßÑ) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_female_infant_err,Ther is no Infants 0-5years: (female) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_female_infants') and ${nb_infants_female}=0",,,,áíÓ åäÇß ÃØİÇá 0-5 ÓäæÇÊ: (ÃäËì) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_female_children_err,There is no Children 6-14 years: (female) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_female_children') and ${nb_children_female}=0",,,,áÇ íæÌÏ ÃØİÇá 6-14 ÓäÉ: (ÃäËì) İí åĞå ÇáÃÓÑÉ,,,,,,,
