data,Libya,Sebha_idp,Aljufra_idp,Aljufra_non_displaced,Tripoli_idp,Wadi Ashshati_non_displaced,Wadi Ashshati_idp,Aljfara_non_displaced,Sebha_non_displaced,Tripoli_non_displaced,Aljfara_idp,Ejdabia_non_displaced,Tripoli_returnee,Alkufra_idp,Sirt_non_displaced,Ghat_non_displaced,Derna_returnee,Al Jabal Al Gharbi_non_displaced,Azzawya_non_displaced,Zwara_non_displaced,Ejdabia_idp,Alkufra_non_displaced,Al Jabal Al Gharbi_idp,Sirt_returnee,Sirt_idp,Murzuq_non_displaced,Sebha_returnee,Misrata_non_displaced,Misrata_idp,Ghat_idp,Zwara_idp,Murzuq_idp,Al Jabal Al Gharbi_returnee,Alkufra_returnee,Benghazi_returnee,Benghazi_idp,Derna_non_displaced,Benghazi_non_displaced,Azzawya_idp,Aljfara_returnee,Derna_idp,Murzuq_returnee,Azzawya_returnee,Ubari_non_displaced,Ubari_idp,Zwara_returnee,Ghat_returnee,Misrata_returnee,Wadi Ashshati_returnee,Ubari_returnee,Ejdabia_returnee
6. Utilities (electricity and gas connections),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6. Utilities (electricity and gas connections),17.3789852116212,3.57142857142857,37.7272727272727,39.6842105263158,5.05154639175258,7.61061946902655,10.4705882352941,19.2395833333333,2.79279279279279,1.8125,9.81308411214953,21.2280701754386,2.28448275862069,2.35294117647059,18.9908256880734,60.7589285714286,36.530612244898,25.4867256637168,25.0847457627119,35.3425925925926,18.963963963964,2.01754385964912,14.8611111111111,22.3275862068966,12.0754716981132,13.2038834951456,3.64130434782609,13.6086956521739,8.55263157894737,87.3181818181818,30.7352941176471,5.51724137931035,61.9444444444444,4.25,22.6966292134831,11.2264150943396,54.9009900990099,14.4646464646465,3.92857142857143,10.2929292929293,63.2317073170732,21.7948717948718,4.46428571428571,20.1913043478261,10.2941176470588,12.4528301886792,32.1052631578947,0.561224489795918,2.91666666666667,1.47368421052632,24.2372881355932
"7. Fuel (for cooking, for vehicles, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. Fuel (for cooking, for vehicles, etc.)",80.0288873595503,114.285714285714,41.038961038961,42.280701754386,70.5773195876289,156.823008849558,104.705882352941,65.9166666666667,135.09009009009,84.1964285714286,52.607476635514,48.0263157894737,50.5603448275862,79.2647058823529,58.9724770642202,194.6875,43.8775510204082,131.716814159292,100.364406779661,74.4166666666667,42.6576576576577,108.508771929825,82.962962962963,51.1206896551724,47.0754716981132,157.621359223301,139.510869565217,50.4521739130435,38.359649122807,230.481818181818,74.578431372549,194.252873563218,87.2222222222222,114.5,73.4269662921348,80.4245283018868,45,75.4040404040404,87.5625,65.1515151515152,44.8170731707317,175.641025641026,95.2678571428571,137.782608695652,149.558823529412,55.1415094339623,116.684210526316,33.765306122449,165.972222222222,142.719298245614,54.6610169491525
"8. Health-related expenditures (healthcare, medicine, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8. Health-related expenditures (healthcare, medicine, etc.)",128.81129157529,58.5267857142857,72.4025974025974,70.0263157894737,98.0412371134021,71.8761061946903,49.2235294117647,97.4479166666667,112.702702702703,121.071428571429,81.3364485981308,163.771929824561,42.8879310344828,90.7352941176471,428.348623853211,112.678571428571,94.5408163265306,242.477876106195,217.796610169492,108.101851851852,50.6306306306306,111.315789473684,116.527777777778,244.008620689655,217.594339622642,162.184466019417,76.8478260869565,58.2608695652174,34.6929824561403,104.727272727273,103.245098039216,188.333333333333,161.388888888889,138.125,92.9775280898876,86.9811320754717,138.693069306931,122.373737373737,146.25,89.040404040404,143.90243902439,203.589743589744,176.339285714286,101.147826086957,92.3823529411765,144.339622641509,95,6.78571428571429,109.027777777778,43.4210526315789,55
"9. Education-related expenditures (school fees, supplies, uniforms, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9. Education-related expenditures (school fees, supplies, uniforms, etc.)",72.8404220330309,8.38383838383838,94.8701298701299,100.46017699115,127.948717948718,23.8349514563107,12.8205128205128,41.2162162162162,12.2857142857143,111.896551724138,17.3780487804878,37.2340425531915,78.314606741573,184.308641975309,55.9139784946237,42.8358208955224,39.6923076923077,58.7362637362637,102.710280373832,84.4444444444444,3.3695652173913,54.5957446808511,17.1910112359551,72.3106796116505,42.2988505747126,6.93181818181818,0.602409638554217,8.90804597701149,6.76470588235294,101.925925925926,72.7472527472527,3.67647058823529,37.3737373737374,51.7142857142857,129.636363636364,47.1428571428571,78.876404494382,81.7241379310345,103.883495145631,15.1333333333333,102.25,2.7027027027027,135.416666666667,40.8762886597938,22.6190476190476,61.1111111111111,76.448275862069,0,38.3333333333333,4.95049504950495,0
10. Transportation ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10. Transportation ,11.5524165185017,6.33928571428571,0.12987012987013,0,5.65979381443299,0.176991150442478,2.05882352941176,5.05208333333333,0.765765765765766,0,3.08411214953271,4.3859649122807,1.98275862068966,14.1176470588235,2.43119266055046,0.9375,43.1632653061224,9.64601769911504,38.4745762711864,1.38888888888889,17.3873873873874,8.07017543859649,6.78703703703704,1.81034482758621,2.16981132075472,19.0291262135922,2.17391304347826,1.56521739130435,2.19298245614035,0.545454545454545,1.76470588235294,21.7241379310345,2.68518518518519,1,18.2022471910112,15.4716981132075,27.1287128712871,31.1111111111111,17.0535714285714,3.88888888888889,20.1219512195122,23.0769230769231,21.7857142857143,16.6086956521739,20.078431372549,3.44339622641509,6.22368421052632,0.612244897959184,2.22222222222222,15.0263157894737,3.98305084745763
11. Mobile phone credit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11. Mobile phone credit,64.5258447326694,52.6785714285714,35.974025974026,38.1140350877193,57.9896907216495,105.442477876106,68.1764705882353,41.8229166666667,70.1351351351351,72.9464285714286,34.6261682242991,41.2982456140351,34.4396551724138,52.6470588235294,30.0275229357798,86.4732142857143,37.9591836734694,77.283185840708,54.8305084745763,42.5,36.4684684684685,87.3245614035088,46.712962962963,25.301724137931,22.4528301886792,63.252427184466,65.2717391304348,78.2782608695652,60.8333333333333,65.0454545454545,49.421568627451,65.5747126436782,44.2592592592593,95.5,86.4606741573034,89.2924528301887,42.1287128712871,93.3838383838384,46.875,39.7777777777778,39.3292682926829,98.0769230769231,45.4464285714286,58.6086956521739,49.1666666666667,34.2924528301887,38.4210526315789,49.2244897959184,126.666666666667,37.4035087719298,39.1525423728814
"12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12. Productive assets (items used to help generate income, such as sewing machines, tools, etc.)",196.396260316788,10,0,0,5.15463917525773,24.070796460177,0,41.9791666666667,52.027027027027,837.5,0.934579439252336,3.94736842105263,86.2068965517241,0.196078431372549,28.8990825688073,20.3303571428571,11.0204081632653,62.4778761061947,112.161016949153,18.0555555555556,2.61261261261261,35.7894736842105,39.9074074074074,25.4310344827586,19.9056603773585,115.922330097087,23.0978260869565,10,0.701754385964912,2.22727272727273,0,137.816091954023,8.98148148148148,37,59.6629213483146,40.7547169811321,5.64356435643564,0.101010101010101,5.35714285714286,27.5757575757576,12.9268292682927,179.615384615385,7.14285714285714,55.9130434782609,3.52941176470588,0,8.5921052631579,0.0816326530612245,9.72222222222222,17.5438596491228,0
13. Debt repayment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13. Debt repayment,57.4922157808889,126.294642857143,5.19480519480519,0.87719298245614,19.0721649484536,27.1238938053097,31.8823529411765,48.2291666666667,69.1891891891892,0,84.2990654205608,100.877192982456,3.70689655172414,27.9411764705882,37.9357798165138,14.1071428571429,46.1224489795918,61.3274336283186,200.847457627119,52.0555555555556,17.2972972972973,59.1228070175439,177.638888888889,44.8275862068966,102.169811320755,150.388349514563,94.6195652173913,130.434782608696,1.49122807017544,74.4174757281553,90.8333333333333,123.908045977011,122.5,16.25,27.0224719101124,38.0188679245283,32.6732673267327,35.3535353535354,197.053571428571,15.959595959596,6.09756097560976,124.358974358974,208.571428571429,57.5438596491228,155.392156862745,70.4716981132076,6.05263157894737,0.816326530612245,26.3888888888889,207.105263157895,5.08474576271186
14. All other expenditures (specify),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14. All other expenditures (specify),84.6400268969987,27.2321428571429,0,1.75438596491228,26.1855670103093,11.283185840708,4.47058823529412,38.1770833333333,31.0810810810811,67.9464285714286,24.9056603773585,127.105263157895,3516.81034482759,5.88235294117647,2.75229357798165,16.5178571428571,2.04081632653061,49.5575221238938,82.1367521367521,14.8148148148148,24.6846846846847,2.63157894736842,19.0277777777778,0,0,19.0776699029126,37.5,23.4782608695652,8.7719298245614,18.1818181818182,4.41176470588235,4.02298850574713,19.3981481481481,0,44.9438202247191,284.905660377359,0,18.6868686868687,45,50.4040404040404,0,0,73.0357142857143,15.4782608695652,0.594059405940594,2.83018867924528,1.97368421052632,0,33.3333333333333,3.7719298245614,0
What is your household's total amount of debt (in LYD)?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is your household's total amount of debt (in LYD)?,2445.04163693113,312.541666666667,183.333333333333,40,1912.5,1770.27777777778,1612.82608695652,566.666666666667,342.638888888889,NA,751.818181818182,2318.18181818182,750,599.230769230769,655.882352941176,13912.8571428571,1594.23076923077,2784.28571428571,3129.04109589041,656.264705882353,1372.72727272727,577.5,2550.68965517241,1744.44444444444,2228.66666666667,2030.55555555556,680.5,10000,2333.33333333333,3252.21052631579,907.921052631579,2004.10714285714,1626.07142857143,786.666666666667,2065.29411764706,2243.5,1280.58823529412,1653.84615384615,2092.04819277108,416,3000,2788.46153846154,2537.02127659574,806.969696969697,1576.72727272727,464.545454545455,1465,7000,21666.6666666667,975.2,1000
What was the primary reason for taking on debt?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accessing food,35.41,81.94,66.67,100,50,61.11,78.26,11.11,77.78,NA,13.64,27.27,0,53.85,47.06,28.57,61.54,0,2.74,79.41,27.27,41.67,27.59,22.22,40,34.72,95,0,33.33,36.84,50,39.29,25,50,52.94,20,41.18,53.85,4.82,80,0,3.85,6.38,40.62,72.73,39.39,80,0,33.33,30,100
Paying for other basic needs,22.65,4.17,0,0,0,5.56,0,88.89,5.56,NA,50,27.27,0,15.38,0,0,7.69,85.71,21.92,11.76,0,37.5,55.17,11.11,13.33,23.61,5,0,0,10.53,34.21,28.57,50,16.67,17.65,15,29.41,0,13.25,20,0,30.77,25.53,21.88,3.64,27.27,20,0,0,68,0
Paying for healthcare,14.59,6.94,0,0,50,11.11,21.74,0,11.11,NA,4.55,18.18,100,0,11.76,14.29,7.69,0,56.16,5.88,18.18,8.33,3.45,11.11,13.33,5.56,0,0,66.67,5.26,0,0,7.14,33.33,0,0,5.88,15.38,33.73,0,0,0,51.06,34.38,12.73,18.18,0,0,0,0,0
Other (specify),12.97,0,0,0,0,11.11,0,0,0,NA,0,0,0,0,0,14.29,0,0,1.37,0,0,0,0,0,0,1.39,0,100,0,0,0,1.79,0,0,0,5,0,15.38,0,0,0,0,2.13,0,0,0,0,100,0,2,0
Paying for rent,7.03,5.56,33.33,0,0,0,0,0,5.56,NA,27.27,27.27,0,23.08,35.29,0,19.23,7.14,9.59,2.94,45.45,0,6.9,55.56,33.33,0,0,0,0,0,15.79,5.36,0,0,5.88,30,11.76,0,46.99,0,100,0,6.38,0,10.91,9.09,0,0,0,0,0
Paying for shelter maintenance,2.33,0,0,0,0,5.56,0,0,0,NA,0,0,0,7.69,0,0,0,0,1.37,0,0,0,3.45,0,0,0,0,0,0,5.26,0,1.79,17.86,0,11.76,10,0,7.69,0,0,0,0,4.26,0,0,3.03,0,0,66.67,0,0
Prefer not to answer,2.1,0,0,0,0,5.56,0,0,0,NA,0,0,0,0,0,42.86,3.85,0,0,0,0,0,0,0,0,0,0,0,0,42.11,0,0,0,0,0,5,5.88,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0
Purchasing productive assets (for small business or income-generating activities),1.56,0,0,0,0,0,0,0,0,NA,4.55,0,0,0,0,0,0,7.14,5.48,0,9.09,12.5,3.45,0,0,33.33,0,0,0,0,0,23.21,0,0,0,5,0,0,1.2,0,0,65.38,4.26,3.12,0,0,0,0,0,0,0
Paying for education,0.47,0,0,0,0,0,0,0,0,NA,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purchasing non-productive assets,0.46,1.39,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0.37,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paying dowry/bride price,0.05,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0
What was the payment modality most commonly used by your household in the past 30 days?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash (LYD),68.91,65.18,100,0,75.26,76.99,75.29,79.17,72.07,77.68,73.15,40,87.07,68.93,37.61,33.93,39.25,50.44,38.14,71.56,48.65,18.42,54.63,23.28,34.91,33.98,70.65,92.24,83.62,45.95,82.35,78.16,29.63,20,89.92,85.96,74.04,83.48,19.64,94.95,95.12,79.49,14.04,34.78,53.92,75.47,71.79,88.07,83.33,14.04,55
Cheques ,20.97,15.18,0,99.12,12.37,23.01,23.53,15.62,9.01,4.46,23.15,59.13,0.86,31.07,50.46,16.96,26.17,31.86,52.54,23.85,50.45,78.07,27.78,60.34,53.77,66.02,6.52,6.03,7.76,18.02,14.71,21.84,62.96,78.75,5.88,6.14,13.46,6.96,66.07,4.04,0,17.95,75.44,58.26,37.25,23.58,11.54,9.17,16.67,85.09,45
Prepaid or gift card,3.82,0,0,0,9.28,0,0,2.08,0.9,10.71,1.85,0.87,6.9,0,11.01,18.75,0,7.08,3.39,0.92,0,0,0.93,15.52,10.38,0,3.26,0,0,6.31,0,0,0,0,0,0.88,0,0.87,8.04,0,0,0,1.75,0,0,0,2.56,0,0,0,0
Bank transfers,2.62,19.64,0,0.88,0,0,1.18,0,18.02,1.79,0,0,0,0,0,30.36,33.64,0,1.69,0,0,3.51,0,0.86,0,0,19.57,0.86,8.62,29.73,0,0,0.93,0,0,0,12.5,1.74,2.68,0,3.66,2.56,1.75,6.96,8.82,0,11.54,2.75,0,0.88,0
Cash (foreign/non-LYD),1.5,0,0,0,0,0,0,1.04,0,3.57,0.93,0,2.59,0,0,0,0,8.85,4.24,0,0,0,14.81,0,0,0,0,0,0,0,2.94,0,6.48,0,0,0,0,0,3.57,0,1.22,0,7.02,0,0,0.94,1.28,0,0,0,0
Credit or debit card,1.13,0,0,0,1.03,0,0,2.08,0,1.79,0.93,0,2.59,0,0.92,0,0.93,1.77,0,2.75,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.84,1.75,0,1.74,0,1.01,0,0,0,0,0,0,1.28,0,0,0,0
Mobile money,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,5.26,0,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0
Vouchers,0.09,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0,0,0.93,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Does your household have access to a marketplace or grocery store in your mahalla or close to your mahalla?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,96.8,100,100,100,80.41,100,100,100,100,85.71,100,100,94.83,100,100,100,100,100,100,100,100,100,100,99.14,100,100,100,100,96.55,100,100,98.85,100,100,100,100,100,100,100,100,100,100,98.25,100,100,100,100,97.25,100,99.12,100
No,3.15,0,0,0,19.59,0,0,0,0,14.29,0,0,5.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't know,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0.88,0
Prefer not to answer,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,1.15,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0
For how long does your household have to travel by car to get to the nearest marketplace or grocery store where you can find fresh produce?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Less than 15 minutes,75.72,97.32,93.51,96.49,80.77,44.25,43.53,83.33,88.29,84.38,78.7,63.48,93.64,57.28,96.33,51.79,83.18,61.06,85.59,61.47,64.86,28.07,55.56,98.26,97.17,83.5,91.3,75.86,71.43,38.74,51.96,90.7,27.78,42.5,44.54,64.04,92.31,67.83,89.29,84.85,100,71.79,92.86,90.43,93.14,62.26,75.64,57.55,2.78,70.8,8.33
15-29 minutes,22.47,1.79,2.6,1.75,19.23,55.75,56.47,16.67,11.71,14.58,21.3,33.91,6.36,42.72,3.67,34.82,16.82,38.94,13.56,38.53,35.14,66.67,39.81,1.74,1.89,16.5,8.7,20.69,27.68,49.55,46.08,9.3,69.44,55,48.74,31.58,6.73,28.7,8.93,15.15,0,28.21,7.14,8.7,5.88,35.85,23.08,32.08,97.22,12.39,90
30-59 minutes,1.28,0.89,3.9,1.75,0,0,0,0,0,0,0,2.61,0,0,0,12.5,0,0,0.85,0,0,5.26,3.7,0,0.94,0,0,3.45,0.89,10.81,1.96,0,1.85,2.5,6.72,4.39,0,1.74,1.79,0,0,0,0,0,0.98,1.89,1.28,10.38,0,13.27,1.67
Don't know,0.5,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0.96,1.74,0,0,0,0,0,0.87,0,0,0,0,0,0,0
1-2 hours,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,0
"In the last 30 days, did anyone in your household face any barriers to consistently accessing marketplaces?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live too far from marketplace / no means of transport,1,1,0,0,0,4,14,1,0,0,0,1,0,7,0,3,0,1,2,2,0,3,1,0,0,0,0,8,8,3,0,1,4,1,3,4,0,0,2,0,0,0,2,0,0,2,0,12,0,3,17
No barriers faced when accessing marketplace,96,96,100,100,95,96,82,99,99,100,96,98,98,92,100,97,97,88,97,79,100,97,97,100,100,90,97,91,92,95,99,97,94,98,94,95,100,97,97,99,100,100,98,100,67,92,100,87,92,96,83
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insecurity travelling to and from marketplace,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,6,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,31,2,0,0,0,0,0
Marketplace never open at a time when we can visit,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other (specify),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Presence of explosive hazards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Damage to roads leading to marketplace,1,0,0,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
Curfew prevented access to market,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Damage to marketplace,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,0,3,1,0
Don't know,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Transportation too expensive,1,0,0,0,1,0,8,0,0,0,0,0,0,4,0,1,3,4,3,1,0,1,1,0,0,2,1,1,0,1,0,0,1,0,3,1,0,2,0,0,0,0,0,0,2,3,0,0,8,3,0
"In the last 30 days, did anyone in your household face any barriers to regularly purchasing specific items on the market?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yes, some items are too expensive",36,52,47,74,18,40,75,39,47,29,50,27,14,26,14,55,40,46,75,39,8,63,78,2,31,71,51,27,33,57,45,94,86,55,39,45,12,26,90,19,6,97,91,71,68,25,64,4,64,71,8
Don't know,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prefer not to answer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Yes, we have no means of payment (e.g., not enough hard cash, vendors do not accept prepaid cards)",13,1,3,0,12,14,22,45,0,0,49,3,1,15,5,31,25,20,12,12,2,50,41,1,7,50,0,15,35,30,15,67,11,36,4,9,6,9,13,56,5,74,9,59,76,37,29,24,6,21,3
Other (specify),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"No, no barrier faced when purchasing market items",56,46,53,26,70,45,20,20,53,71,7,71,85,69,82,19,46,42,17,56,92,21,5,98,64,21,49,67,47,15,47,6,9,32,59,54,85,70,3,24,93,3,5,26,12,42,12,73,31,27,82
"Yes, some items are not available",9,4,12,11,0,27,15,17,2,0,14,0,1,18,7,23,8,28,15,13,1,52,34,0,5,63,2,1,2,15,13,61,78,60,4,6,1,10,6,16,0,67,12,23,56,8,9,0,53,4,13
Which items were too expensive to afford? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food items: fresh vegetables/fruits,63,81,28,11,76,51,80,86,79,87,67,35,80,52,67,79,91,50,18,52,22,28,62,50,97,36,74,77,89,94,37,62,47,7,70,41,46,53,22,58,100,29,13,61,71,63,88,75,22,58,40
NFIs: Hygiene items for men,8,21,8,0,12,0,5,11,19,6,2,26,7,0,7,2,5,4,0,0,0,6,11,0,0,19,23,6,0,2,0,23,9,9,9,8,15,7,0,37,20,26,4,24,12,0,20,25,0,36,0
NFIs: Household items,6,14,11,2,6,20,9,16,4,0,11,13,0,4,0,0,2,21,3,2,11,12,19,0,9,53,4,3,3,0,9,49,23,34,9,12,15,0,7,42,20,76,4,16,14,7,12,0,0,21,20
NFIs: Fuel,18,91,14,17,6,76,77,11,81,10,20,0,20,56,7,71,5,54,12,43,0,67,38,0,0,89,98,0,3,59,22,90,63,100,2,0,8,3,8,5,0,76,8,95,99,19,22,0,91,56,0
Food items: fresh fish/meat/eggs,84,95,97,99,100,62,78,89,94,97,67,94,87,63,67,74,79,79,92,81,89,75,79,50,94,59,98,68,71,87,70,74,71,61,91,84,54,80,95,63,80,39,90,84,97,74,72,75,57,89,100
NFIs: Hygiene items for women,17,33,3,0,12,11,25,22,33,16,4,35,33,15,27,2,21,13,31,2,22,21,15,0,9,49,40,3,0,2,11,30,18,23,9,14,38,10,45,37,20,63,48,34,13,4,36,25,0,36,0
Other (specify),0,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Water,2,28,0,0,0,0,2,0,19,0,0,0,0,0,7,8,9,2,0,5,0,0,7,0,0,8,43,0,0,0,0,2,6,0,2,0,0,0,0,0,20,0,0,5,1,0,10,0,0,2,0
Medicine or health-related items,22,29,11,15,12,40,25,32,35,6,24,10,7,44,20,6,33,15,82,36,11,49,21,0,6,33,23,13,13,5,15,60,9,61,11,12,15,10,74,42,80,21,83,60,32,30,10,0,70,28,0
Food items: other,38,50,36,27,53,40,27,54,63,16,56,58,40,52,47,23,37,60,25,33,44,58,71,0,58,59,45,58,66,33,70,82,52,91,28,61,62,30,20,89,40,71,15,45,42,59,56,50,39,46,60
Which items were not consistently available?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food items: fresh vegetables/fruits,36,0,22,8,NA,26,31,0,0,NA,0,NA,0,5,50,58,22,56,6,21,0,0,14,NA,40,29,50,100,100,24,0,60,44,0,80,14,0,50,0,0,NA,0,0,48,82,22,57,NA,11,20,12
NFIs: Hygiene items for men,1,20,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,12,0,0,0,0,3,NA,0,2,50,0,0,0,0,2,6,0,0,0,0,0,0,6,NA,19,0,7,0,0,0,NA,0,20,0
NFIs: Household items,5,0,11,0,NA,13,15,0,0,NA,7,NA,0,0,12,0,0,22,0,7,0,2,8,NA,0,49,0,0,0,0,8,28,37,0,0,0,0,8,0,6,NA,54,0,11,2,0,14,NA,5,40,62
NFIs: Fuel,35,40,100,100,NA,74,85,25,100,NA,53,NA,100,79,25,81,11,44,78,64,0,95,62,NA,20,83,50,0,0,88,31,92,60,100,0,0,0,0,43,62,NA,81,86,96,98,56,29,NA,89,80,0
Food items: fresh fish/meat/eggs,26,40,22,17,NA,32,38,0,50,NA,7,NA,0,11,0,12,0,53,22,21,0,2,22,NA,20,29,0,0,100,0,8,62,52,2,80,43,0,42,29,0,NA,15,0,37,84,22,57,NA,16,40,25
