"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value"
"dependent.var239","10. Other (specify)","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var249","10. Other (specify)","strata.names",NA,"Murzuq_non_displaced",0,0,0,0,NA,NA
"dependent.var259","10. Other (specify)","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var269","10. Other (specify)","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var279","10. Other (specify)","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var289","10. Other (specify)","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var299","10. Other (specify)","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var309","10. Other (specify)","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3113","10. Other (specify)","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var3211","10. Other (specify)","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var339","10. Other (specify)","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var349","10. Other (specify)","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var359","10. Other (specify)","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var369","10. Other (specify)","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var379","10. Other (specify)","strata.names",NA,"Azzawya_idp",0,0,0,0,NA,NA
"dependent.var389","10. Other (specify)","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var399","10. Other (specify)","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var409","10. Other (specify)","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var4113","10. Other (specify)","strata.names",NA,"Azzawya_returnee",0,0,0,0,NA,NA
"dependent.var4210","10. Other (specify)","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var438","10. Other (specify)","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var448","10. Other (specify)","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var457","10. Other (specify)","strata.names",NA,"Ghat_returnee",0,0,0,0,NA,NA
"dependent.var467","10. Other (specify)","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var477","10. Other (specify)","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var487","10. Other (specify)","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var497","10. Other (specify)","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var100","1. Food items","strata.names",NA,"Sebha_idp",420,25.5106728462327,370,470,NA,NA
"dependent.var140","1. Food items","strata.names",NA,"Aljufra_idp",900,12.7553364231164,875,925,NA,NA
"dependent.var240","1. Food items","strata.names",NA,"Aljufra_non_displaced",920,12.7553364231164,895,945,NA,NA
"dependent.var340","1. Food items","strata.names",NA,"Tripoli_idp",500,0,500,500,NA,NA
"dependent.var439","1. Food items","strata.names",NA,"Wadi Ashshati_non_displaced",600,20.4085382769862,560,640,NA,NA
"dependent.var519","1. Food items","strata.names",NA,"Wadi Ashshati_idp",400,12.7553364231164,375,425,NA,NA
"dependent.var619","1. Food items","strata.names",NA,"Aljfara_non_displaced",500,63.7766821155817,375,625,NA,NA
"dependent.var716","1. Food items","strata.names",NA,"Sebha_non_displaced",450,25.5106728462327,400,500,NA,NA
"dependent.var813","1. Food items","strata.names",NA,"Tripoli_non_displaced",500,25.5106728462327,450,550,NA,NA
"dependent.var911","1. Food items","strata.names",NA,"Aljfara_idp",350,25.5106728462327,300,400,NA,NA
"dependent.var1010","1. Food items","strata.names",NA,"Ejdabia_non_displaced",500,25.5106728462327,450,550,NA,NA
"dependent.var1114","1. Food items","strata.names",NA,"Tripoli_returnee",500,25.5106728462327,450,550,NA,NA
"dependent.var1212","1. Food items","strata.names",NA,"Alkufra_idp",150,25.5106728462327,100,200,NA,NA
"dependent.var1310","1. Food items","strata.names",NA,"Sirt_non_displaced",300,25.5106728462327,250,350,NA,NA
"dependent.var1410","1. Food items","strata.names",NA,"Ghat_non_displaced",450,25.5106728462327,400,500,NA,NA
"dependent.var1510","1. Food items","strata.names",NA,"Derna_returnee",500,38.266009269349,425,575,NA,NA
"dependent.var1610","1. Food items","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",500,38.266009269349,425,575,NA,NA
"dependent.var1710","1. Food items","strata.names",NA,"Azzawya_non_displaced",250,33.1638747001025,185,315,NA,NA
"dependent.var1810","1. Food items","strata.names",NA,"Zwara_non_displaced",350,25.5106728462327,300,400,NA,NA
"dependent.var1910","1. Food items","strata.names",NA,"Ejdabia_idp",500,51.0213456924654,400,600,NA,NA
"dependent.var2010","1. Food items","strata.names",NA,"Alkufra_non_displaced",700,25.5106728462327,650,750,NA,NA
"dependent.var2114","1. Food items","strata.names",NA,"Al Jabal Al Gharbi_idp",400,25.5106728462327,350,450,NA,NA
"dependent.var2212","1. Food items","strata.names",NA,"Sirt_returnee",300,0,300,300,NA,NA
"dependent.var2310","1. Food items","strata.names",NA,"Sirt_idp",300,12.7553364231164,275,325,NA,NA
"dependent.var2410","1. Food items","strata.names",NA,"Murzuq_non_displaced",400,12.7553364231164,375,425,NA,NA
"dependent.var2510","1. Food items","strata.names",NA,"Sebha_returnee",450,51.0213456924654,350,550,NA,NA
"dependent.var2610","1. Food items","strata.names",NA,"Misrata_non_displaced",650,38.266009269349,575,725,NA,NA
"dependent.var2710","1. Food items","strata.names",NA,"Misrata_idp",500,25.5106728462327,450,550,NA,NA
"dependent.var2810","1. Food items","strata.names",NA,"Ghat_idp",500,12.7553364231164,475,525,NA,NA
"dependent.var2910","1. Food items","strata.names",NA,"Zwara_idp",350,12.7553364231164,325,375,NA,NA
"dependent.var3010","1. Food items","strata.names",NA,"Murzuq_idp",400,0,400,400,NA,NA
"dependent.var3114","1. Food items","strata.names",NA,"Al Jabal Al Gharbi_returnee",350,15.3064037077396,320,380,NA,NA
"dependent.var3212","1. Food items","strata.names",NA,"Alkufra_returnee",670,38.266009269349,595,745,NA,NA
"dependent.var3310","1. Food items","strata.names",NA,"Benghazi_returnee",700,38.266009269349,625,775,NA,NA
"dependent.var3410","1. Food items","strata.names",NA,"Benghazi_idp",600,25.5106728462327,550,650,NA,NA
"dependent.var3510","1. Food items","strata.names",NA,"Derna_non_displaced",350,25.5106728462327,300,400,NA,NA
"dependent.var3610","1. Food items","strata.names",NA,"Benghazi_non_displaced",600,25.5106728462327,550,650,NA,NA
"dependent.var3710","1. Food items","strata.names",NA,"Azzawya_idp",200,0,200,200,NA,NA
"dependent.var3810","1. Food items","strata.names",NA,"Aljfara_returnee",500,63.7766821155817,375,625,NA,NA
"dependent.var3910","1. Food items","strata.names",NA,"Derna_idp",300,0,300,300,NA,NA
"dependent.var4010","1. Food items","strata.names",NA,"Murzuq_returnee",400,0,400,400,NA,NA
"dependent.var4114","1. Food items","strata.names",NA,"Azzawya_returnee",200,12.7553364231164,175,225,NA,NA
"dependent.var4211","1. Food items","strata.names",NA,"Ubari_non_displaced",500,38.266009269349,425,575,NA,NA
"dependent.var4310","1. Food items","strata.names",NA,"Ubari_idp",400,0,400,400,NA,NA
"dependent.var449","1. Food items","strata.names",NA,"Zwara_returnee",350,12.7553364231164,325,375,NA,NA
"dependent.var458","1. Food items","strata.names",NA,"Ghat_returnee",300,25.5106728462327,250,350,NA,NA
"dependent.var468","1. Food items","strata.names",NA,"Misrata_returnee",750,25.5106728462327,700,800,NA,NA
"dependent.var478","1. Food items","strata.names",NA,"Wadi Ashshati_returnee",600,51.0213456924654,500,700,NA,NA
"dependent.var488","1. Food items","strata.names",NA,"Ubari_returnee",450,17.8574709923629,415,485,NA,NA
"dependent.var498","1. Food items","strata.names",NA,"Ejdabia_returnee",400,76.5320185386981,250,550,NA,NA
"dependent.var150","2. Rent","strata.names",NA,"Sebha_idp",400,0,400,400,NA,NA
"dependent.var160","2. Rent","strata.names",NA,"Aljufra_idp",450,0,450,450,NA,NA
"dependent.var250","2. Rent","strata.names",NA,"Aljfara_idp",450,51.0213456924654,350,550,NA,NA
"dependent.var350","2. Rent","strata.names",NA,"Ejdabia_non_displaced",350,38.266009269349,275,425,NA,NA
"dependent.var440","2. Rent","strata.names",NA,"Alkufra_idp",300,12.7553364231164,275,325,NA,NA
"dependent.var520","2. Rent","strata.names",NA,"Sirt_non_displaced",350,25.5106728462327,300,400,NA,NA
"dependent.var620","2. Rent","strata.names",NA,"Tripoli_idp",800,25.5106728462327,750,850,NA,NA
"dependent.var717","2. Rent","strata.names",NA,"Azzawya_non_displaced",350,25.5106728462327,300,400,NA,NA
"dependent.var814","2. Rent","strata.names",NA,"Ejdabia_idp",400,0,400,400,NA,NA
"dependent.var912","2. Rent","strata.names",NA,"Alkufra_non_displaced",250,51.0213456924654,150,350,NA,NA
"dependent.var1011","2. Rent","strata.names",NA,"Ghat_non_displaced",200,58.6745475463352,85,315,NA,NA
"dependent.var1115","2. Rent","strata.names",NA,"Sirt_returnee",400,0,400,400,NA,NA
"dependent.var1213","2. Rent","strata.names",NA,"Sebha_returnee",300,0,300,300,NA,NA
"dependent.var1311","2. Rent","strata.names",NA,"Misrata_idp",350,12.7553364231164,325,375,NA,NA
"dependent.var1411","2. Rent","strata.names",NA,"Sirt_idp",500,0,500,500,NA,NA
"dependent.var1511","2. Rent","strata.names",NA,"Aljufra_non_displaced",400,0,400,400,NA,NA
"dependent.var1611","2. Rent","strata.names",NA,"Zwara_idp",350,12.7553364231164,325,375,NA,NA
"dependent.var1711","2. Rent","strata.names",NA,"Murzuq_idp",300,12.7553364231164,275,325,NA,NA
"dependent.var1811","2. Rent","strata.names",NA,"Benghazi_non_displaced",500,102.042691384931,300,700,NA,NA
"dependent.var1911","2. Rent","strata.names",NA,"Benghazi_idp",600,51.0213456924654,500,700,NA,NA
"dependent.var2011","2. Rent","strata.names",NA,"Azzawya_idp",300,17.8574709923629,265,335,NA,NA
"dependent.var2115","2. Rent","strata.names",NA,"Murzuq_non_displaced",250,63.7766821155817,125,375,NA,NA
"dependent.var2213","2. Rent","strata.names",NA,"Zwara_non_displaced",300,25.5106728462327,250,350,NA,NA
"dependent.var2311","2. Rent","strata.names",NA,"Derna_idp",350,12.7553364231164,325,375,NA,NA
"dependent.var2411","2. Rent","strata.names",NA,"Misrata_non_displaced",500,127.553364231163,250,750,NA,NA
"dependent.var2511","2. Rent","strata.names",NA,"Alkufra_returnee",300,25.5106728462327,250,350,NA,NA
"dependent.var2611","2. Rent","strata.names",NA,"Al Jabal Al Gharbi_idp",400,25.5106728462327,350,450,NA,NA
"dependent.var2711","2. Rent","strata.names",NA,"Ubari_non_displaced",350,51.0213456924654,250,450,NA,NA
"dependent.var2811","2. Rent","strata.names",NA,"Ubari_idp",350,25.5106728462327,300,400,NA,NA
"dependent.var2911","2. Rent","strata.names",NA,"Derna_returnee",300,25.5106728462327,250,350,NA,NA
"dependent.var3011","2. Rent","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,51.0213456924654,-100,100,NA,NA
"dependent.var3115","2. Rent","strata.names",NA,"Ghat_returnee",150,33.1638747001025,85,215,NA,NA
"dependent.var3213","2. Rent","strata.names",NA,"Sebha_non_displaced",400,38.266009269349,325,475,NA,NA
"dependent.var3311","2. Rent","strata.names",NA,"Azzawya_returnee",350,12.7553364231164,325,375,NA,NA
"dependent.var3411","2. Rent","strata.names",NA,"Wadi Ashshati_idp",300,17.8574709923629,265,335,NA,NA
"dependent.var3511","2. Rent","strata.names",NA,"Wadi Ashshati_non_displaced",290,38.266009269349,215,365,NA,NA
"dependent.var3611","2. Rent","strata.names",NA,"Ghat_idp",200,25.5106728462327,150,250,NA,NA
"dependent.var3711","2. Rent","strata.names",NA,"Murzuq_returnee",150,25.5106728462327,100,200,NA,NA
"dependent.var3811","2. Rent","strata.names",NA,"Benghazi_returnee",400,127.553364231163,150,650,NA,NA
"dependent.var3911","2. Rent","strata.names",NA,"Misrata_returnee",250,76.5320185386981,100,400,NA,NA
"dependent.var4011","2. Rent","strata.names",NA,"Zwara_returnee",300,12.7553364231164,275,325,NA,NA
"dependent.var4115","2. Rent","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",150,89.2873549618145,-25,325,NA,NA
"dependent.var4212","2. Rent","strata.names",NA,"Derna_non_displaced",400,25.5106728462327,350,450,NA,NA
"dependent.var4311","2. Rent","strata.names",NA,"Tripoli_returnee",500,76.5320185386981,350,650,NA,NA
"dependent.var4410","2. Rent","strata.names",NA,"Tripoli_non_displaced",600,38.266009269349,525,675,NA,NA
"dependent.var459","2. Rent","strata.names",NA,"Aljfara_non_displaced",1000,0,1000,1000,NA,NA
"dependent.var469","2. Rent","strata.names",NA,"Ejdabia_returnee",300,0,300,300,NA,NA
"dependent.var479","2. Rent","strata.names",NA,"Wadi Ashshati_returnee",350,38.266009269349,275,425,NA,NA
"dependent.var489","2. Rent","strata.names",NA,"Ubari_returnee",280,2.55106728462327,275,285,NA,NA
"dependent.var499","2. Rent","strata.names",NA,"Aljfara_returnee",250,0,250,250,NA,NA
"dependent.var170","3. Shelter maintenance","strata.names",NA,"Sebha_idp",0,0,0,0,NA,NA
"dependent.var180","3. Shelter maintenance","strata.names",NA,"Aljufra_idp",0,0,0,0,NA,NA
"dependent.var260","3. Shelter maintenance","strata.names",NA,"Aljufra_non_displaced",0,0,0,0,NA,NA
"dependent.var360","3. Shelter maintenance","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var450","3. Shelter maintenance","strata.names",NA,"Wadi Ashshati_non_displaced",0,0,0,0,NA,NA
"dependent.var521","3. Shelter maintenance","strata.names",NA,"Wadi Ashshati_idp",0,0,0,0,NA,NA
"dependent.var621","3. Shelter maintenance","strata.names",NA,"Aljfara_non_displaced",0,0,0,0,NA,NA
"dependent.var718","3. Shelter maintenance","strata.names",NA,"Sebha_non_displaced",0,0,0,0,NA,NA
"dependent.var815","3. Shelter maintenance","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var913","3. Shelter maintenance","strata.names",NA,"Aljfara_idp",0,0,0,0,NA,NA
"dependent.var1012","3. Shelter maintenance","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var1116","3. Shelter maintenance","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var1214","3. Shelter maintenance","strata.names",NA,"Alkufra_idp",50,0,50,50,NA,NA
"dependent.var1312","3. Shelter maintenance","strata.names",NA,"Sirt_non_displaced",0,0,0,0,NA,NA
"dependent.var1412","3. Shelter maintenance","strata.names",NA,"Ghat_non_displaced",0,5.10213456924654,-10,10,NA,NA
"dependent.var1512","3. Shelter maintenance","strata.names",NA,"Derna_returnee",0,5.10213456924654,-10,10,NA,NA
"dependent.var1612","3. Shelter maintenance","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",0,0,0,0,NA,NA
"dependent.var1712","3. Shelter maintenance","strata.names",NA,"Azzawya_non_displaced",100,12.7553364231164,75,125,NA,NA
"dependent.var1812","3. Shelter maintenance","strata.names",NA,"Zwara_non_displaced",0,0,0,0,NA,NA
"dependent.var1912","3. Shelter maintenance","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var2012","3. Shelter maintenance","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2116","3. Shelter maintenance","strata.names",NA,"Al Jabal Al Gharbi_idp",0,0,0,0,NA,NA
"dependent.var2214","3. Shelter maintenance","strata.names",NA,"Sirt_returnee",0,0,0,0,NA,NA
"dependent.var2312","3. Shelter maintenance","strata.names",NA,"Sirt_idp",0,0,0,0,NA,NA
"dependent.var2412","3. Shelter maintenance","strata.names",NA,"Murzuq_non_displaced",50,0,50,50,NA,NA
"dependent.var2512","3. Shelter maintenance","strata.names",NA,"Sebha_returnee",0,0,0,0,NA,NA
"dependent.var2612","3. Shelter maintenance","strata.names",NA,"Misrata_non_displaced",0,0,0,0,NA,NA
"dependent.var2712","3. Shelter maintenance","strata.names",NA,"Misrata_idp",0,0,0,0,NA,NA
"dependent.var2812","3. Shelter maintenance","strata.names",NA,"Ghat_idp",0,0,0,0,NA,NA
"dependent.var2912","3. Shelter maintenance","strata.names",NA,"Zwara_idp",0,0,0,0,NA,NA
"dependent.var3012","3. Shelter maintenance","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3116","3. Shelter maintenance","strata.names",NA,"Al Jabal Al Gharbi_returnee",0,0,0,0,NA,NA
"dependent.var3214","3. Shelter maintenance","strata.names",NA,"Alkufra_returnee",0,20.4085382769862,-40,40,NA,NA
"dependent.var3312","3. Shelter maintenance","strata.names",NA,"Benghazi_returnee",0,0,0,0,NA,NA
"dependent.var3412","3. Shelter maintenance","strata.names",NA,"Benghazi_idp",0,0,0,0,NA,NA
"dependent.var3512","3. Shelter maintenance","strata.names",NA,"Derna_non_displaced",0,0,0,0,NA,NA
"dependent.var3612","3. Shelter maintenance","strata.names",NA,"Benghazi_non_displaced",0,0,0,0,NA,NA
"dependent.var3712","3. Shelter maintenance","strata.names",NA,"Azzawya_idp",50,12.7553364231164,25,75,NA,NA
"dependent.var3812","3. Shelter maintenance","strata.names",NA,"Aljfara_returnee",0,0,0,0,NA,NA
"dependent.var3912","3. Shelter maintenance","strata.names",NA,"Derna_idp",0,0,0,0,NA,NA
"dependent.var4012","3. Shelter maintenance","strata.names",NA,"Murzuq_returnee",0,12.7553364231164,-25,25,NA,NA
"dependent.var4116","3. Shelter maintenance","strata.names",NA,"Azzawya_returnee",100,0,100,100,NA,NA
"dependent.var4213","3. Shelter maintenance","strata.names",NA,"Ubari_non_displaced",0,0,0,0,NA,NA
"dependent.var4312","3. Shelter maintenance","strata.names",NA,"Ubari_idp",0,0,0,0,NA,NA
"dependent.var4411","3. Shelter maintenance","strata.names",NA,"Zwara_returnee",0,0,0,0,NA,NA
"dependent.var4510","3. Shelter maintenance","strata.names",NA,"Ghat_returnee",0,0,0,0,NA,NA
"dependent.var4610","3. Shelter maintenance","strata.names",NA,"Misrata_returnee",0,0,0,0,NA,NA
"dependent.var4710","3. Shelter maintenance","strata.names",NA,"Wadi Ashshati_returnee",0,0,0,0,NA,NA
"dependent.var4810","3. Shelter maintenance","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var4910","3. Shelter maintenance","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var190","4. Water (from all sources combined)","strata.names",NA,"Sebha_idp",65,3.82660092693491,57.5,72.5,NA,NA
"dependent.var1100","4. Water (from all sources combined)","strata.names",NA,"Aljufra_idp",45,1.27553364231164,42.5,47.5,NA,NA
"dependent.var270","4. Water (from all sources combined)","strata.names",NA,"Aljufra_non_displaced",40,0,40,40,NA,NA
"dependent.var370","4. Water (from all sources combined)","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var460","4. Water (from all sources combined)","strata.names",NA,"Wadi Ashshati_non_displaced",50,2.55106728462327,45,55,NA,NA
"dependent.var522","4. Water (from all sources combined)","strata.names",NA,"Wadi Ashshati_idp",30,3.82660092693491,22.5,37.5,NA,NA
"dependent.var622","4. Water (from all sources combined)","strata.names",NA,"Aljfara_non_displaced",25,2.55106728462327,20,30,NA,NA
"dependent.var719","4. Water (from all sources combined)","strata.names",NA,"Sebha_non_displaced",80,3.82660092693491,72.5,87.5,NA,NA
"dependent.var816","4. Water (from all sources combined)","strata.names",NA,"Tripoli_non_displaced",0,0,0,0,NA,NA
"dependent.var914","4. Water (from all sources combined)","strata.names",NA,"Aljfara_idp",30,3.82660092693491,22.5,37.5,NA,NA
"dependent.var1013","4. Water (from all sources combined)","strata.names",NA,"Ejdabia_non_displaced",0,0,0,0,NA,NA
"dependent.var1117","4. Water (from all sources combined)","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var1215","4. Water (from all sources combined)","strata.names",NA,"Alkufra_idp",0,0,0,0,NA,NA
"dependent.var1313","4. Water (from all sources combined)","strata.names",NA,"Sirt_non_displaced",50,2.55106728462327,45,55,NA,NA
"dependent.var1413","4. Water (from all sources combined)","strata.names",NA,"Ghat_non_displaced",0,7.65320185386981,-15,15,NA,NA
"dependent.var1513","4. Water (from all sources combined)","strata.names",NA,"Derna_returnee",30,10.2042691384931,10,50,NA,NA
"dependent.var1613","4. Water (from all sources combined)","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",100,5.10213456924654,90,110,NA,NA
"dependent.var1713","4. Water (from all sources combined)","strata.names",NA,"Azzawya_non_displaced",100,0,100,100,NA,NA
"dependent.var1813","4. Water (from all sources combined)","strata.names",NA,"Zwara_non_displaced",100,5.10213456924654,90,110,NA,NA
"dependent.var1913","4. Water (from all sources combined)","strata.names",NA,"Ejdabia_idp",0,0,0,0,NA,NA
"dependent.var2013","4. Water (from all sources combined)","strata.names",NA,"Alkufra_non_displaced",0,0,0,0,NA,NA
"dependent.var2117","4. Water (from all sources combined)","strata.names",NA,"Al Jabal Al Gharbi_idp",80,7.65320185386981,65,95,NA,NA
"dependent.var2215","4. Water (from all sources combined)","strata.names",NA,"Sirt_returnee",50,0,50,50,NA,NA
"dependent.var2313","4. Water (from all sources combined)","strata.names",NA,"Sirt_idp",30,5.10213456924654,20,40,NA,NA
"dependent.var2413","4. Water (from all sources combined)","strata.names",NA,"Murzuq_non_displaced",30,12.7553364231164,5,55,NA,NA
"dependent.var2513","4. Water (from all sources combined)","strata.names",NA,"Sebha_returnee",80,5.10213456924654,70,90,NA,NA
"dependent.var2613","4. Water (from all sources combined)","strata.names",NA,"Misrata_non_displaced",45,2.55106728462327,40,50,NA,NA
"dependent.var2713","4. Water (from all sources combined)","strata.names",NA,"Misrata_idp",30,3.82660092693491,22.5,37.5,NA,NA
"dependent.var2813","4. Water (from all sources combined)","strata.names",NA,"Ghat_idp",0,10.2042691384931,-20,20,NA,NA
"dependent.var2913","4. Water (from all sources combined)","strata.names",NA,"Zwara_idp",100,3.82660092693491,92.5,107.5,NA,NA
"dependent.var3013","4. Water (from all sources combined)","strata.names",NA,"Murzuq_idp",0,0,0,0,NA,NA
"dependent.var3117","4. Water (from all sources combined)","strata.names",NA,"Al Jabal Al Gharbi_returnee",100,5.10213456924654,90,110,NA,NA
"dependent.var3215","4. Water (from all sources combined)","strata.names",NA,"Alkufra_returnee",0,0,0,0,NA,NA
"dependent.var3313","4. Water (from all sources combined)","strata.names",NA,"Benghazi_returnee",50,5.10213456924654,40,60,NA,NA
"dependent.var3413","4. Water (from all sources combined)","strata.names",NA,"Benghazi_idp",30,0,30,30,NA,NA
"dependent.var3513","4. Water (from all sources combined)","strata.names",NA,"Derna_non_displaced",50,2.55106728462327,45,55,NA,NA
"dependent.var3613","4. Water (from all sources combined)","strata.names",NA,"Benghazi_non_displaced",50,7.65320185386981,35,65,NA,NA
"dependent.var3713","4. Water (from all sources combined)","strata.names",NA,"Azzawya_idp",100,0,100,100,NA,NA
"dependent.var3813","4. Water (from all sources combined)","strata.names",NA,"Aljfara_returnee",20,0,20,20,NA,NA
"dependent.var3913","4. Water (from all sources combined)","strata.names",NA,"Derna_idp",50,2.55106728462327,45,55,NA,NA
"dependent.var4013","4. Water (from all sources combined)","strata.names",NA,"Murzuq_returnee",0,0,0,0,NA,NA
"dependent.var4117","4. Water (from all sources combined)","strata.names",NA,"Azzawya_returnee",100,0,100,100,NA,NA
"dependent.var4214","4. Water (from all sources combined)","strata.names",NA,"Ubari_non_displaced",30,10.2042691384931,10,50,NA,NA
"dependent.var4313","4. Water (from all sources combined)","strata.names",NA,"Ubari_idp",0,10.2042691384931,-20,20,NA,NA
"dependent.var4412","4. Water (from all sources combined)","strata.names",NA,"Zwara_returnee",100,3.82660092693491,92.5,107.5,NA,NA
"dependent.var4511","4. Water (from all sources combined)","strata.names",NA,"Ghat_returnee",0,7.65320185386981,-15,15,NA,NA
"dependent.var4611","4. Water (from all sources combined)","strata.names",NA,"Misrata_returnee",25,1.27553364231164,22.5,27.5,NA,NA
"dependent.var4711","4. Water (from all sources combined)","strata.names",NA,"Wadi Ashshati_returnee",65,12.7553364231164,40,90,NA,NA
"dependent.var4811","4. Water (from all sources combined)","strata.names",NA,"Ubari_returnee",0,0,0,0,NA,NA
"dependent.var4911","4. Water (from all sources combined)","strata.names",NA,"Ejdabia_returnee",0,0,0,0,NA,NA
"dependent.var200","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Sebha_idp",70,11.4798027808047,47.5,92.5,NA,NA
"dependent.var1101","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Aljufra_idp",35,0,35,35,NA,NA
"dependent.var280","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Aljufra_non_displaced",35,0,35,35,NA,NA
"dependent.var380","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Tripoli_idp",0,0,0,0,NA,NA
"dependent.var470","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Wadi Ashshati_non_displaced",100,1.27553364231164,97.5,102.5,NA,NA
"dependent.var523","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Wadi Ashshati_idp",50,10.2042691384931,30,70,NA,NA
"dependent.var623","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Aljfara_non_displaced",60,3.82660092693491,52.5,67.5,NA,NA
"dependent.var720","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Sebha_non_displaced",80,8.92873549618145,62.5,97.5,NA,NA
"dependent.var817","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Tripoli_non_displaced",0,15.3064037077396,-30,30,NA,NA
"dependent.var915","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Aljfara_idp",50,2.04085382769862,46,54,NA,NA
"dependent.var1014","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Ejdabia_non_displaced",60,7.65320185386981,45,75,NA,NA
"dependent.var1118","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Tripoli_returnee",0,0,0,0,NA,NA
"dependent.var1216","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Alkufra_idp",100,0,100,100,NA,NA
"dependent.var1314","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Sirt_non_displaced",50,7.65320185386981,35,65,NA,NA
"dependent.var1414","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Ghat_non_displaced",150,20.4085382769862,110,190,NA,NA
"dependent.var1514","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Derna_returnee",80,12.7553364231164,55,105,NA,NA
"dependent.var1614","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Al Jabal Al Gharbi_non_displaced",60,5.10213456924654,50,70,NA,NA
"dependent.var1714","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Azzawya_non_displaced",100,0,100,100,NA,NA
"dependent.var1814","5. Non-food household items (hygiene items, blankets, lightbulbs, etc.)","strata.names",NA,"Zwara_non_displaced",45,12.7553364231164,20,70,NA,NA
